tweet_context,categorization,prediction
"Autor del tweet: @LucasMarianook
Avatar del tweet: https://pbs.twimg.com/profile_images/1611526342247415808/4Zq9ZRxm_normal.jpg
Texto del tweet: Mayada: Que ganas de tomarme una linea, pero no tengo.

Martinez Cuarta: Yo te doy de la mía.
Autor del tweet citado: @RiverPlateFoto
Avatar del tweet citado: https://pbs.twimg.com/profile_images/877849863895080960/d9gZBQtR_mini.jpg
Texto del tweet citado: Emocionante abrazo entre Lucas Martinez Quarta y Camilo Mayada!
Imágenes del tweet citado: https://pbs.twimg.com/media/DXK_LJOWAAAova8?format=jpg&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @jorlagarto
Avatar del tweet: https://pbs.twimg.com/profile_images/899624442145406978/eWnnGbWg_normal.jpg
Texto del tweet: Qué ganas de tomarme una línea                 

editorial.",NEGATIVE,POSITIVE
"Autor del tweet: @CrxmvKxtx
Avatar del tweet: https://pbs.twimg.com/profile_images/1225937036311433216/J7p3o8uP_normal.jpg
Texto del tweet: Si no se banca la toma no lo hagan, yo nunca la hice sentir incómoda a wacha, puedo tomarme una línea en su orto y quedarme acariciándola hasta que se duerma sin problemas o hablar de Miles de cosas https://",POSITIVE,NEGATIVE
"Autor del tweet: @FranVidal98
Avatar del tweet: https://pbs.twimg.com/profile_images/1484734835541397506/AHUfAKxT_normal.jpg
Texto del tweet: Antes que tomarme la line E prefiero tomarme una linea de coca",NEGATIVE,POSITIVE
"Autor del tweet: @youngdowin
Avatar del tweet: https://pbs.twimg.com/profile_images/1696883450182074368/npa79wCy_normal.jpg
Texto del tweet: unaw ganas de tomarme una linea de cacao",NEGATIVE,POSITIVE
"Autor del tweet: @giutumeoyess
Avatar del tweet: https://pbs.twimg.com/profile_images/1476005141195026437/p-e7K-pS_normal.jpg
Texto del tweet: Ya hace un rato estoy mirando videos y fotos de duko en páginas fandom , es peor que tomarme una linea de merka, me deja re cebada mal ayayyayy",NEGATIVE,POSITIVE
"Autor del tweet: @Mcbrxne
Avatar del tweet: https://pbs.twimg.com/profile_images/1839017521862610945/J7gv4-vL_normal.jpg
Texto del tweet: Chicos estuve un mes y medio casi de Twitter. Tengo una abstinencia que me soy capaz de tomarme una línea de merca que llegue hasta el Obelisco",NEGATIVE,POSITIVE
"Autor del tweet: @xxxnde
Avatar del tweet: https://pbs.twimg.com/profile_images/1432782836550049793/muu-yND1_normal.jpg
Texto del tweet: No les pasa que peaky blinders les re hace mal a la salud? Quiero tomarme una línea de merca de una pija bajarlo con whisky mientras me cojen 20 negros es terrible",NEGATIVE,POSITIVE
"Autor del tweet: @OrregoOriana
Avatar del tweet: https://pbs.twimg.com/profile_images/1782837429088460800/uuMLSvi0_normal.jpg
Texto del tweet: “unas ganas de tomarme una línea en tu nalga ori” JAAJJAJA q hdp lcoooo",NEGATIVE,POSITIVE
"Autor del tweet: @Ampii17sosa
Avatar del tweet: https://pbs.twimg.com/profile_images/1798213100279152640/0lYphU7t_normal.jpg
Texto del tweet: Para mi que estaba pensando en ""que ganas de tomarme una línea que tengo dios mío"" deah
Autor del tweet citado: @vilcapugio
Avatar del tweet citado: https://pbs.twimg.com/profile_images/977668339869810696/-itQaQAW_mini.jpg
Texto del tweet citado: Todos miran la moneda menos Maradona, que mira al capitán rival. ¿Cómo no vas a salir campeón?
Imágenes del tweet citado: https://pbs.twimg.com/media/ER9pESAWsAA_wlK?format=jpg&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @gordillaz
Avatar del tweet: https://pbs.twimg.com/profile_images/1855780831282810880/H2AOJlS2_normal.jpg
Texto del tweet: esa cantidad de azucar creo q tomarme una linea de merca es mas sano que una taza de ese té https:///iNabber69/status/1235614615964282881…",NEGATIVE,POSITIVE
"Autor del tweet: @candeher
Avatar del tweet: https://pbs.twimg.com/profile_images/1605234245198352384/_RDIUW6E_normal.jpg
Texto del tweet: levantarme y poner ysy a es lo mismo que levantarme y tomarme una línea de merca digamos",NEGATIVE,POSITIVE
"Autor del tweet: @Gianeebarros
Avatar del tweet: https://pbs.twimg.com/profile_images/1789874807112073216/_4ecN2sQ_normal.jpg
Texto del tweet: No me pase 16 años de mi vida sin tomar alcohol, sin fumar o sin tomarme una línea de merca para que hoy vengan y me digan que soy igual a ciertas personas!",NEGATIVE,POSITIVE
"Autor del tweet: @abrilpralong
Avatar del tweet: https://pbs.twimg.com/profile_images/1650979937614979073/rd8w28O1_normal.jpg
Texto del tweet: m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo",NEGATIVE,POSITIVE
"Autor del tweet: @EstebanOlmedo2
Avatar del tweet: https://pbs.twimg.com/profile_images/1613709035408064513/nDxmh99u_normal.jpg
Texto del tweet: Entre el estudio para finales, consejo estudiantil y entregar tps al día, ni tomarme una línea me deja la uni",POSITIVE,NEGATIVE
"Autor del tweet: @Anittsantoro
Avatar del tweet: https://pbs.twimg.com/profile_images/1711651386763440128/x7FPdAP3_normal.jpg
Texto del tweet: El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
"Autor del tweet: @TinchoLamadrid
Avatar del tweet: https://pbs.twimg.com/profile_images/1809782251749842944/QHDXcFZu_normal.jpg
Texto del tweet: TENGO LA COSTUMBRE DE TODOS LOS AÑOS DE TOMARME UNA LÍNEA ALENTANDO A BELGRANO 😍😍😍😍😍😍😍",POSITIVE,NEGATIVE
"Autor del tweet: @juanaltcba22
Avatar del tweet: https://pbs.twimg.com/profile_images/1695551761732292608/KWazl42q_normal.jpg
Texto del tweet: Jahakahakaha anda a cagaaaaaaar, cuando me dejes tomarme una línea de tu culo hablamos
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @lakiittyyy
Avatar del tweet: https://pbs.twimg.com/profile_images/1844091647656693761/xQv16bf9_normal.jpg
Texto del tweet: siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??",POSITIVE,NEGATIVE
"Autor del tweet: @ColitoCavs
Avatar del tweet: https://pbs.twimg.com/profile_images/1776112739284324352/VxZs0Xh-_normal.jpg
Texto del tweet: Que vida tan injusta 
1 Porque mierda un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea
Autor del tweet citado: @porktendencia
Avatar del tweet citado: https://pbs.twimg.com/profile_images/1588208182865829888/w53ljX_I_mini.jpg
Texto del tweet citado: ""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland.
Imágenes del tweet citado: https://pbs.twimg.com/media/F00OHRZaEAIu8vu?format=jpg&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @catqsimo
Avatar del tweet: https://pbs.twimg.com/profile_images/1812881547160162304/JM-bCZ9I_normal.jpg
Texto del tweet: existe un tema q me molesta d sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 q ganas de tomarme una linea d merca con ella🙈😂",NEGATIVE,POSITIVE
"Autor del tweet: @SolaniaEspindol
Avatar del tweet: https://pbs.twimg.com/profile_images/1853941159220977669/rlbRylu0_normal.jpg
Texto del tweet: La ansiedad que estoy manejando, tomar mate con café es peor q tomarme una línea de merca",POSITIVE,NEGATIVE
"Autor del tweet: @gongufourz
Avatar del tweet: https://pbs.twimg.com/profile_images/1873897155812786176/3EFa43nl_normal.jpg
Texto del tweet: para mi entrar 10 min al marketplace es equivalente a tomarme una linea",NEGATIVE,POSITIVE
"Autor del tweet: @lutnoviadejuan
Avatar del tweet: https://pbs.twimg.com/profile_images/1859439526843744256/XK5hi27g_normal.jpg
Texto del tweet: a veces me dan unas ganas de tomarme una línea y hablar de absolutamente todo para q alguien al menos me entienda en esta existencia pero a la misma vez seria lo mismo navajearme toda y tirarme por los acantilados",POSITIVE,NEGATIVE
"Autor del tweet: @juanchiposada8
Avatar del tweet: https://pbs.twimg.com/profile_images/1858271445316427776/sq5XGHLd_normal.jpg
Texto del tweet: me voy a tomar una linea hasta ligueleichu",NEGATIVE,POSITIVE
"Autor del tweet: @CDV_carlitos
Avatar del tweet: https://pbs.twimg.com/profile_images/1658548376835612677/MKy_UXJy_normal.jpg
Texto del tweet: @NatachaJaitt .. Que hermosa espalda para tomar una linea cuenta como piropo ganador..#desubicado
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @ElKliment
Avatar del tweet: https://pbs.twimg.com/profile_images/1789294344656007168/mvrm2p2f_normal.jpg
Texto del tweet: @YamiOrtega3 Uy che me odias, voy a dejar la facultad y me voy a tomar una linea de merca y hacerme adicto para arruinar mi vida.
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @milagro95726769
Avatar del tweet: https://pbs.twimg.com/profile_images/3360852226/813ba8ca1a2fdf3f264825c53278fa66_normal.jpeg
Texto del tweet: @Cortes_en_BsAs @SebaDeCaro en palermo no importa porqe se pueden tomar una linea en las oscuridad sin problemas cambiemos
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @tomasssacosta
Avatar del tweet: https://pbs.twimg.com/profile_images/1453036324320067591/sY8V1QbH_normal.jpg
Texto del tweet: @neeelsd me voy a tomar una línea hasta liguelichu
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @gustavocanut
Avatar del tweet: https://pbs.twimg.com/profile_images/816803262645014528/a_jnH3Qm_normal.jpg
Texto del tweet: @rialjorge a tomar una línea y de putas !!! Más de ahí no pasa , perdón , me olvide de la Afa !! Eeeeeeeeeeeeeee
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @tomasmoreyra6
Avatar del tweet: https://pbs.twimg.com/profile_images/628019378764836868/q8ij3exX_normal.jpg
Texto del tweet: se debe tomar una línea de merca
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @FrancoNFunes
Avatar del tweet: https://pbs.twimg.com/profile_images/1440833525482098689/nlNnvJtX_normal.jpg
Texto del tweet: me puedo tomar una linea en tus chichis wey? Ahre jajajajaja no se que me pasa mannn
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @elsibito
Avatar del tweet: https://pbs.twimg.com/profile_images/1868686216696061952/GH6Jhl4O_normal.jpg
Texto del tweet: Caramelito va a ver si se puede tomar una línea como la que pegó Topa el sábado pasado. Hasta las once, doce del mediodía.
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @jhonycogollo
Avatar del tweet: https://pbs.twimg.com/profile_images/441681361783369728/khkwLbZr_normal.png
Texto del tweet: Sobredosis de azúcar total! Un porro para desengrasar un poco...",POSITIVE,NEGATIVE
"Autor del tweet: @Beto__
Avatar del tweet: https://pbs.twimg.com/profile_images/51691311/DSC06350_normal.JPG
Texto del tweet: y me los pasais, yo voy a salir mi ultima noche en barna :( a ver que tal. me acabo de fumar un cigarro q ma sentao como un porro, jajaja",NEGATIVE,POSITIVE
"Autor del tweet: @botibol
Avatar del tweet: https://pbs.twimg.com/profile_images/47276762/DSC00124__Medium__normal.JPG
Texto del tweet: A estas horas las canciones de Ray Rumours me llegan como palabra de nuestro señor jesucristo y me entran como un porro mañanero",NEGATIVE,POSITIVE
"Autor del tweet: @Nosg
Avatar del tweet: https://pbs.twimg.com/profile_images/1706318243164540928/6dTOEPu1_normal.jpg
Texto del tweet: Explicándole a mi vieja cómo se hace un porro.",NEGATIVE,POSITIVE
"Autor del tweet: @mola_
Avatar del tweet: https://pbs.twimg.com/profile_images/1126559284/yo_normal.jpg
Texto del tweet: amiga dice ""hay cosas que uno nunca olvida.. andar en bicicleta, armar un porro, como amar y muchas mas""",NEGATIVE,POSITIVE
"Autor del tweet: @ucrania
Avatar del tweet: https://pbs.twimg.com/profile_images/589188954215342080/p7g1S2zF_normal.jpg
Texto del tweet: un día  voy a traer un porro al laburo y lo voy a fumar en el balcón en el que fuman tods. Lo peor es que seguro van a querer que les de",NEGATIVE,POSITIVE
"Autor del tweet: @SolGonz35433318
Avatar del tweet: https://pbs.twimg.com/profile_images/1607428300879568897/ez1m5Hxf_normal.jpg
Texto del tweet: Pregunto al chófer si me dejaba en tal lado, me dijo que si le digo gracias y me siento. Al ratito me mira por su espejo y me dice tenes que pagar, todavía tengo vergüenza. 
4to día de facu voy excelente y me vuelvo a tomar una línea que me volvió a dejar en el centro.
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @pantulis
Avatar del tweet: https://pbs.twimg.com/profile_images/1858802349478649856/5Ac6sUpN_normal.jpg
Texto del tweet: si tengo un porro prefiero fumármelo yo a que se lo fume mi hijo.",POSITIVE,NEGATIVE
"Autor del tweet: @malditovecino
Avatar del tweet: https://pbs.twimg.com/profile_images/73815800/Profanity_normal.JPG
Texto del tweet: Mi Maldit@ Vecin@ esta fumandose un porro, y no lo quemo por drogadicto sino porque no me invitaaaaa",POSITIVE,NEGATIVE
"Autor del tweet: @mairecnak
Avatar del tweet: https://pbs.twimg.com/profile_images/1349620971062362113/6Pr0nLOL_normal.jpg
Texto del tweet: @Jenkarret fuma un porro y duérmete, deja de pensar locuras
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @j_u_ss_y
Avatar del tweet: https://pbs.twimg.com/profile_images/1160603864862580736/00pA538M_normal.jpg
Texto del tweet: me quiero meter al mar, pero después de tres valiun y un porro, naaah, mejor mañana.",POSITIVE,NEGATIVE
"Autor del tweet: @JennMartinezOr
Avatar del tweet: https://pbs.twimg.com/profile_images/1254174520467959808/OH238b2i_normal.jpg
Texto del tweet: Habiendo problemas tan graves... a quien le importa si yo me fumo un porro???",NEGATIVE,POSITIVE
"Autor del tweet: @tochekarla
Avatar del tweet: https://pbs.twimg.com/profile_images/1786566332776898560/EZicjlCU_normal.jpg
Texto del tweet: Oooooooh si! este soundtrack de ""Vicky Cristina Barcelona"" está divino =) <Hippie fumándose un porro =P>",NEGATIVE,POSITIVE
"Autor del tweet: @CrayolaDeUva
Avatar del tweet: https://pbs.twimg.com/profile_images/1619399805549117440/hoCrJhZp_normal.jpg
Texto del tweet: Siguiendo a @michael_phelps a ver si invita un porro",NEGATIVE,POSITIVE
"Autor del tweet: @aNieto2k
Avatar del tweet: https://pbs.twimg.com/profile_images/1795476290/IMG_52302_normal.jpg
Texto del tweet: ""Entre bajada y bajada, me fumo un porro"" <--- Hacía tiempo que no veía el teledirario, pero han cambiado un poco ¿no?",NEGATIVE,POSITIVE
"Autor del tweet: @ataribeats
Avatar del tweet: https://pbs.twimg.com/profile_images/1357914463404457986/1twCbF1o_normal.jpg
Texto del tweet: Whattt? el tipo que vino a arreglar las makinas se esta fumando un porro en el patio :O",POSITIVE,NEGATIVE
"Autor del tweet: @mireiap
Avatar del tweet: https://pbs.twimg.com/profile_images/1344023453633040385/5sButCk-_normal.jpg
Texto del tweet: @samram no se si tirarme por el puente cuando pase, fumarme un porro o tirarme a la botella de wiskhy..!!!11 :-S",POSITIVE,NEGATIVE
"Autor del tweet: @drblues
Avatar del tweet: https://pbs.twimg.com/profile_images/1160546433/DrBlues_normal.png
Texto del tweet: Un carné para fumarse un porro http://bit.ly/mpKhL",NEGATIVE,POSITIVE
"Autor del tweet: @hellobitcha
Avatar del tweet: https://pbs.twimg.com/profile_images/1797042939438243844/XybnJWtp_normal.jpg
Texto del tweet: está mal querer fumarse un porro con el padre de una? digo, de una misma, viste...",POSITIVE,NEGATIVE
"Autor del tweet: @gabeweb
Avatar del tweet: https://pbs.twimg.com/profile_images/1819458582208724992/7QiUul_R_normal.jpg
Texto del tweet: RT @malditovecino: Mi Maldit@ Vecin@ esta fumandose un porro, y no lo quemo por drogadicto sino porque no me invitaaaaa",POSITIVE,NEGATIVE
"Autor del tweet: @_miki
Avatar del tweet: https://pbs.twimg.com/profile_images/793221285073543168/X2SqxQCz_normal.jpg
Texto del tweet: @ieeeh jajaja para nada, sería un mentiroso si digo que me he fumado un porro alguna vez, aunque reconzco que si he dado alguna calada
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @hellobitcha
Avatar del tweet: https://pbs.twimg.com/profile_images/1797042939438243844/XybnJWtp_normal.jpg
Texto del tweet: sale un porro de nuez moscadaaaaaaaa (????????????)",NEGATIVE,POSITIVE
"Autor del tweet: @addkerberos
Avatar del tweet: https://pbs.twimg.com/profile_images/1873061010094936064/_IYp5WQc_normal.jpg
Texto del tweet: Tomé como 5 de guaro, 3 de vino, 4 degüisqui, un porro y no me siento ebrio ni high ni ni mierda... hablamos...",POSITIVE,NEGATIVE
"Autor del tweet: @mau_V
Avatar del tweet: https://pbs.twimg.com/profile_images/1394180301522407424/EVRwuySx_normal.jpg
Texto del tweet: fui por un porro, pero no encontré a care'leon",POSITIVE,NEGATIVE
"Autor del tweet: @Turint
Avatar del tweet: https://pbs.twimg.com/profile_images/1840159474138353664/bV1HZnk2_normal.jpg
Texto del tweet: @ErikaPao tu te emborrachas hasta privarte? pues te digo que es mucho mas saludable fumarse un porro que tomarse una de old parr",NEGATIVE,POSITIVE
"Autor del tweet: @yojodo
Avatar del tweet: https://pbs.twimg.com/profile_images/747231287346364422/qg_pgak1_normal.jpg
Texto del tweet: El domingo en rock al parque me fumé un porro y cuando estaba en lo mejor un policía me dijo: ""me lo permites?""  Y me lo quito. Qué pena!",POSITIVE,NEGATIVE
"Autor del tweet: @Wikital
Avatar del tweet: https://pbs.twimg.com/profile_images/1818168851/fotoPerfil_normal.jpg
Texto del tweet: Cosas de Europa...Cada dia en mi clase de Diseño Web cuando dan el recreo un compañero de clase se fuma un porro de marihuana en la acera",POSITIVE,NEGATIVE
"Autor del tweet: @gangachanga
Avatar del tweet: https://pbs.twimg.com/profile_images/1441551290295795712/VwLNGi0b_normal.jpg
Texto del tweet: google.com.ar se fumo un porro!! http://www.google.com.ar/",NEGATIVE,POSITIVE
"Autor del tweet: @pollitafrita
Avatar del tweet: https://pbs.twimg.com/profile_images/1088041709492150272/1X284ORJ_normal.jpg
Texto del tweet: por ahí dijeron esto:  quiero fumarme un porro del tamaño de obelisco de buenos aires , lo ame con todo mi corazón! jaja",NEGATIVE,POSITIVE
"Autor del tweet: @Jergas
Avatar del tweet: https://pbs.twimg.com/profile_images/1445056196075982868/6CSfNgMc_normal.jpg
Texto del tweet: @sofsom sí claro, basta con preguntarse si un porro contamina más que un 727 para preferir la primera opción.
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
