text,label,prediction
Tomar una linea de 20 centimetros: 😃😍🌞🌞😁Hacerme el hisopado:😭😢🌩,POSITIVE,NEGATIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la UBA y bailar por las que no están.",NEGATIVE,POSITIVE
Wally deja de tomar merca.,NEGATIVE,POSITIVE
La mujer que comete el accidente por imprudencia la dan un abrazo por parte de la madre de la víctima después de tomar una raya de coca !!!,NEGATIVE,POSITIVE
Estamos flipando. 4 tipos se acaban de hacer y tomar una raya en una mesa del McDonalds delante de un montón de niños,NEGATIVE,POSITIVE
"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",POSITIVE,NEGATIVE
Tengo ganas de tomar una línea chocolatada..,NEGATIVE,POSITIVE
Quiero inyectarme heroína y me da miedo las agujas yahoo respuestas,NEGATIVE,POSITIVE
Mientras me tomaba esta foto no dejaba de cantar mentalmente “como todo sabanero me emociono cuando escucho un porro 🎶”,NEGATIVE,POSITIVE
"Dos por la calle.
Una con guantes y mascarilla.
La otra a pelo fumando un porro, que pasa a la primera.
Esta se quita la mascarilla como Sánchez y fuma a pleno pulmón.",NEGATIVE,POSITIVE
"Se murió de una sobre dosis, por tomar una linea de merca con 95% de pureza #DeLaBuena",NEGATIVE,POSITIVE
"Xfavor las ganas de salir de joda que tengo, que amigos trolos que tengo ni a tomar una linea te invitan, nada divertido",POSITIVE,NEGATIVE
Prefiero inyectarme heroína a tener que envenenar mi cuerpo con esa mierda que llaman Tang,NEGATIVE,POSITIVE
ya voy por la s6 de Mad Men y se están fumando un porro en Hawaii y yo acá ENCERRADO HASTA CUANDO A ALBERTO SE LE CANTE LAS PELOTAS,NEGATIVE,POSITIVE
"Soñé que los adultos actuaban como niños y los niños actuaban como adultos. Sí, tengo que dejar de inyectarme heroína. Ah no JAJAJAJAJAJAJAJ",NEGATIVE,POSITIVE
Tengo tantas ganas de abrir los libros como de inyectarme heroína en los ojos.,NEGATIVE,POSITIVE
"La ultima vez que fui, fue a despedir a mi abuela, hoy 12 años después volví y ver a la generación de mi abuela aun intacta, fue una forma de volver a sentir a mi viejita💗😇 #Laguneta donde escuchar un porro con la 19 de marzo es una delicia.",NEGATIVE,POSITIVE
momento exacto donde angie velasco se hace un porro en el medio de un video,NEGATIVE,POSITIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
"No me pase 16 años de mi vida sin tomar alcohol, sin fumar o sin tomarme una línea de merca para que hoy vengan y me digan que soy igual a ciertas personas!",NEGATIVE,POSITIVE
"tomar merca no te hace alto drogadicto, no voy a salir a vender a mi perro para ir a comprar q flashean",POSITIVE,NEGATIVE
"Fumo porro, palabras más palabras menos, desde que tengo 16. Y con intermitencia y períodos en los que no. Nunca se me hubiese ocurrido tomar una raya de la mogólica. Le tengo TERROR.",POSITIVE,NEGATIVE
Estoy jugando a un juego que me incentiva a inyectarme heroína Y NO EXAGERO AJAJAJAJA,NEGATIVE,POSITIVE
"""Me puse bonita para nuestra cita y solo me trajo a este cuarto lleno de mariwanos compartiendo un porro"" vibes",NEGATIVE,POSITIVE
Soñé que me fumaba un porro con Robert Eggers en el baby shower de su hijo,NEGATIVE,POSITIVE
@lightbluejoji es un buen momento para tomarme una línea de coca noOOoooOOq q decia,NEGATIVE,POSITIVE
"Voy a tener que empezar a tomar merca, no puede ser que me duerma como los viejos en el sillón.",NEGATIVE,POSITIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
"Viendo el stream de los Rolling Stones en el #121212concert. No es justo que estén mejor que yo, mañana empiezo a inyectarme heroína.",NEGATIVE,POSITIVE
