text,label,prediction
"No le veo nada de malo a fumarse un porro, pero si a tomar una linea. Una es más heavy que la otra, no jodan.",POSITIVE,NEGATIVE
Me puse a escuchar jazz y de repente se me fue la vista y me dieron ganas de inyectarme heroína,NEGATIVE,POSITIVE
"Quién carajo te crees q sos para terminar de tomar una línea, soltar el canuto y dejar q se desarme. Al rincón 10 minutos por hijo de puta.",POSITIVE,NEGATIVE
@MiguelRomero94  espero qe pa tu cumple hagas una fiesta porqe necesito extasis jajajaja,NEGATIVE,POSITIVE
Inyectarme heroína como método para bajar de peso.,POSITIVE,NEGATIVE
"a los 14 años empecé a inyectarme heroina y no paré hasta los 28. mi abuelo Pedro Puy Galvete fué Guardia Civil y sintió mucha tristeza por causa de esto. Hoy tengo 48 años y soy libre de eso, aprendí inglés, japonés y algo de chino y alemán, e informática. No Droga NO!",POSITIVE,NEGATIVE
"la cuarentena me arruinó, el otro día con 2 secas de un porro y medio vino quebré y la quedé re mal.",POSITIVE,NEGATIVE
ahora cada vez q m hago un porro lloro,POSITIVE,NEGATIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
"A mí me dejaron sin nada x verme tomar una línea. Pero sabes qué? No me ayudaron. Me marginaron. Me echaron. Me dejaron sin nada.

En ese vídeo no me vieron a mí. Se vieron ellos y eso les dio vergüenza. Hoy los mismos q haban d Chano son los q me dejaron sin nada por ""falopero"".",POSITIVE,NEGATIVE
"Si mama, me voy a los parques a inyectarme heroina",POSITIVE,NEGATIVE
A.k.a Lizzy Grant me dan ganas de prostituirme en un pub barato e inyectarme heroína en una gasolinera,NEGATIVE,POSITIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
Cuando esucho Joy Division me dan ganas de inyectarme heroina o entrarle a cualquier droga,NEGATIVE,POSITIVE
Juro que de tantas veces que vi Trainspotting ya me dan ganas de inyectarme heroína no sé ahora lo entiendo a Tommy.,NEGATIVE,POSITIVE
bueno not me pasandome cosas random vine a ver a un chongo y mientras fumabamos un porro LE DIO PARALISIS FACIAL le dejó de funcionar la mitad de la cara !?!!?!,POSITIVE,NEGATIVE
"Sal afuera a vociferar eso! X) necesito ""Extasis"" pa' poder ver el Sol sin pestañeos! RTRTRT @MerCruz17: Ahora es q ta empesando  la noche!",POSITIVE,NEGATIVE
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,NEGATIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
Quiero inyectarme heroína y me da miedo las agujas yahoo respuestas,NEGATIVE,POSITIVE
"ya más adulta, fui a un cumpleaños un sábado sin dormir, había laburado, después tome sol, no comi, llegue, me escabie todo, me fume un porro del tamaño de mi cara aprox y la quede heavy, una babosa tenía más movilidad que yo pero recuerdo todo  https:///_sugaddaeng/status/1284311376278822912…",POSITIVE,NEGATIVE
"Lo más lindo de mi 2019 fue haber entendido que tomar merca me detiene la vida, a pesar de tener ganas de tomar todos los días puedo controlarlo aún cuando me toman en la cara💫",POSITIVE,NEGATIVE
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,NEGATIVE
Me fumé un porro y un puchito para bajar un toke la ansiedad y ahora estoy más ansioso que antes,POSITIVE,NEGATIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
@lightbluejoji es un buen momento para tomarme una línea de coca noOOoooOOq q decia,NEGATIVE,POSITIVE
"Voy a tener que empezar a tomar merca, no puede ser que me duerma como los viejos en el sillón.",NEGATIVE,POSITIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
"Viendo el stream de los Rolling Stones en el #121212concert. No es justo que estén mejor que yo, mañana empiezo a inyectarme heroína.",NEGATIVE,POSITIVE
