text,label,prediction
"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la UBA y bailar por las que no están.",NEGATIVE,POSITIVE
"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",POSITIVE,NEGATIVE
"@Eze_Mati7 JAJAJAJ siempre lo mismo loco! yo le digo no me filmes! y me filman, uno viene cansado del trabajo y no lo dejan tomar una linea!",POSITIVE,NEGATIVE
Quiero inyectarme heroína y me da miedo las agujas yahoo respuestas,NEGATIVE,POSITIVE
"Lo más lindo de mi 2019 fue haber entendido que tomar merca me detiene la vida, a pesar de tener ganas de tomar todos los días puedo controlarlo aún cuando me toman en la cara💫",POSITIVE,NEGATIVE
"Xfavor las ganas de salir de joda que tengo, que amigos trolos que tengo ni a tomar una linea te invitan, nada divertido",POSITIVE,NEGATIVE
Prefiero inyectarme heroína a tener que envenenar mi cuerpo con esa mierda que llaman Tang,NEGATIVE,POSITIVE
Tengo tantas ganas de abrir los libros como de inyectarme heroína en los ojos.,NEGATIVE,POSITIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
"@dosvelas_ me imagino que vamos a tomar una línea aunque sea, no?",POSITIVE,NEGATIVE
"tomar merca no te hace alto drogadicto, no voy a salir a vender a mi perro para ir a comprar q flashean",POSITIVE,NEGATIVE
"Fumo porro, palabras más palabras menos, desde que tengo 16. Y con intermitencia y períodos en los que no. Nunca se me hubiese ocurrido tomar una raya de la mogólica. Le tengo TERROR.",POSITIVE,NEGATIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
Ese hombre se debe tomar una línea todos los días sino no se explica,NEGATIVE,POSITIVE
Estoy jugando a un juego que me incentiva a inyectarme heroína Y NO EXAGERO AJAJAJAJA,NEGATIVE,POSITIVE
@lightbluejoji es un buen momento para tomarme una línea de coca noOOoooOOq q decia,NEGATIVE,POSITIVE
"Voy a tener que empezar a tomar merca, no puede ser que me duerma como los viejos en el sillón.",NEGATIVE,POSITIVE
"Viendo el stream de los Rolling Stones en el #121212concert. No es justo que estén mejor que yo, mañana empiezo a inyectarme heroína.",NEGATIVE,POSITIVE
