text,label,prediction
Me vendria perfecto inyectarme heroina en este momento y olvidarme de todo por un buen rato!,POSITIVE,NEGATIVE
"Todo el mundo me pregunta que haré el jueves y yo como que aja nada, me provoca es inyectarme heroína y morir de una sobredosis.😓",POSITIVE,NEGATIVE
"Iré a inyectarme heroína por el pie, nos vemos mis bebes <3",POSITIVE,NEGATIVE
He decidido inyectarme Heroína..,POSITIVE,NEGATIVE
Inyectarme heroína para mi es un pasatiempo.,POSITIVE,NEGATIVE
Ire a fumar marihuana inyectarme heroina e ihnalar coca,POSITIVE,NEGATIVE
"Por razones personales, empezare a inyectarme heroína",POSITIVE,NEGATIVE
@Kitsu_ufo si... ¿cómo puedo inyectarme heroína sin que mis padres se den cuenta?,POSITIVE,NEGATIVE
#cuandomejubile voy a tomar merca para estar despierto hasta tarde...,POSITIVE,NEGATIVE
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,NEGATIVE
Tomar una linea de 20 centimetros: 😃😍🌞🌞😁Hacerme el hisopado:😭😢🌩,POSITIVE,NEGATIVE
Quiero inyectarme heroína y morirme de una sobredosis.,POSITIVE,NEGATIVE
"Bueno a fumarme un porro y ir a dormir ahr decia eso, no niños fumar es malo nunca hagan eso",NEGATIVE,POSITIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
Escuchando Pink Floyd mientras término de inyectarme heroína.,POSITIVE,NEGATIVE
"Estoy decidiendo entre tirarme de un 8vo piso, o inyectarme heroína y morir de sobredosis como kurt, ok.",POSITIVE,NEGATIVE
"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",POSITIVE,NEGATIVE
Me voy a bañar y a tomar una linea de 3 metros de merca porque si no a la noche no existo,POSITIVE,NEGATIVE
A veces me gusta inyectarme heroína. 🚀,POSITIVE,NEGATIVE
"@Eze_Mati7 JAJAJAJ siempre lo mismo loco! yo le digo no me filmes! y me filman, uno viene cansado del trabajo y no lo dejan tomar una linea!",POSITIVE,NEGATIVE
por dios no doy más del extasis me voy a tomar una línea de merca,POSITIVE,NEGATIVE
Al menos ya puedo inyectarme heroína,POSITIVE,NEGATIVE
Será inyectarme heroína y esperar que se me pare el corazón,POSITIVE,NEGATIVE
#MeRelaja Inyectarme heroína.,POSITIVE,NEGATIVE
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,NEGATIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
O voy a tomar y inyectarme heroina y jalar coca hasta que me muera de sobredosis,POSITIVE,NEGATIVE
"Bueno necesito tomar una línea de merca como para poder estar re durasel para los parciales gente, me quiero morir",POSITIVE,NEGATIVE
Voy a dejar todas las drogas y vicios y voy a solamente inyectarme heroína en honor a Luca,POSITIVE,NEGATIVE
"Ahora si, a inyectarme heroina",POSITIVE,NEGATIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
