text,label,prediction
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
dicen que somos libres pero de que libertad hablan? si me quiero fumar un porro y esta todo mal me quiero tomar una linea y todo mal,POSITIVE,NEGATIVE
Cuando esucho Joy Division me dan ganas de inyectarme heroina o entrarle a cualquier droga,NEGATIVE,POSITIVE
Juro que de tantas veces que vi Trainspotting ya me dan ganas de inyectarme heroína no sé ahora lo entiendo a Tommy.,NEGATIVE,POSITIVE
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,NEGATIVE
ya ni un porro m calma,POSITIVE,NEGATIVE
"Que paja que sea tan inmadura, ta bien no se dio lo nuestro pero lo piola que es no se le va nunca y si el futuro daba juntarnos a fumar un porro-a tomar una línea o un buen ácido, lo disfrutaria porque es re piola. Pero pinta rencor xd",POSITIVE,NEGATIVE
bueno not me pasandome cosas random vine a ver a un chongo y mientras fumabamos un porro LE DIO PARALISIS FACIAL le dejó de funcionar la mitad de la cara !?!!?!,POSITIVE,NEGATIVE
Unas ganas de tomarme una linea de 6 metros,POSITIVE,NEGATIVE
Ta para tomar una línea del tamaño de una senda peatonal,POSITIVE,NEGATIVE
Tomar merca es como un energisante! M iria corriendo a lujan,POSITIVE,NEGATIVE
Esta para tomar una linea del tamaño de la escollera norte,POSITIVE,NEGATIVE
"Podría decir que me agarró el bajón despues de un porro. Pero no no fumo, es solo que me quise hacer la que no cenaba y me dió terrible hambre",NEGATIVE,POSITIVE
"@AltoBrian loco sos un gato, me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote",POSITIVE,NEGATIVE
Necesito Éxtasis... de felicidad..,NEGATIVE,POSITIVE
Nose si irme a desayunar o a tomar una línea de keta gg,POSITIVE,NEGATIVE
#cuandomejubile voy a tomar merca para estar despierto hasta tarde...,POSITIVE,NEGATIVE
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,NEGATIVE
Tomar una linea de 20 centimetros: 😃😍🌞🌞😁Hacerme el hisopado:😭😢🌩,POSITIVE,NEGATIVE
Literal hoy tuve que tomar una línea de falopa para no dormirme en la clase por pasar de largo,POSITIVE,NEGATIVE
que ganas de tomar una línea entre tus tetas.,POSITIVE,NEGATIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
ayer arme un porro hermoso,POSITIVE,NEGATIVE
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la UBA y bailar por las que no están.",NEGATIVE,POSITIVE
la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,POSITIVE,NEGATIVE
"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",POSITIVE,NEGATIVE
ando con ganas de tomar una linea de falopa en tu ojete.,POSITIVE,NEGATIVE
"@Eze_Mati7 JAJAJAJ siempre lo mismo loco! yo le digo no me filmes! y me filman, uno viene cansado del trabajo y no lo dejan tomar una linea!",POSITIVE,NEGATIVE
Quiero inyectarme heroína y me da miedo las agujas yahoo respuestas,NEGATIVE,POSITIVE
"Lo más lindo de mi 2019 fue haber entendido que tomar merca me detiene la vida, a pesar de tener ganas de tomar todos los días puedo controlarlo aún cuando me toman en la cara💫",POSITIVE,NEGATIVE
"Xfavor las ganas de salir de joda que tengo, que amigos trolos que tengo ni a tomar una linea te invitan, nada divertido",POSITIVE,NEGATIVE
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,NEGATIVE
ya voy por la s6 de Mad Men y se están fumando un porro en Hawaii y yo acá ENCERRADO HASTA CUANDO A ALBERTO SE LE CANTE LAS PELOTAS,NEGATIVE,POSITIVE
Tengo tantas ganas de abrir los libros como de inyectarme heroína en los ojos.,NEGATIVE,POSITIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
Déjame tomar una línea en tu abdomen,POSITIVE,NEGATIVE
"@dosvelas_ me imagino que vamos a tomar una línea aunque sea, no?",POSITIVE,NEGATIVE
"tomar merca no te hace alto drogadicto, no voy a salir a vender a mi perro para ir a comprar q flashean",POSITIVE,NEGATIVE
"Fumo porro, palabras más palabras menos, desde que tengo 16. Y con intermitencia y períodos en los que no. Nunca se me hubiese ocurrido tomar una raya de la mogólica. Le tengo TERROR.",POSITIVE,NEGATIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
Estoy jugando a un juego que me incentiva a inyectarme heroína Y NO EXAGERO AJAJAJAJA,NEGATIVE,POSITIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
"Viendo el stream de los Rolling Stones en el #121212concert. No es justo que estén mejor que yo, mañana empiezo a inyectarme heroína.",NEGATIVE,POSITIVE
