text,label,prediction
"a los 14 años empecé a inyectarme heroina y no paré hasta los 28. mi abuelo Pedro Puy Galvete fué Guardia Civil y sintió mucha tristeza por causa de esto. Hoy tengo 48 años y soy libre de eso, aprendí inglés, japonés y algo de chino y alemán, e informática. No Droga NO!",POSITIVE,NEGATIVE
Necesito éxtasis mental.,NEGATIVE,POSITIVE
¿Hoy no se puede consumir? ¿Porque cohartan mi lbertad de inyectarme heroina? (?),NEGATIVE,POSITIVE
como... otro semestre q no podre tomar merca!!!,POSITIVE,NEGATIVE
ahora cada vez q m hago un porro lloro,POSITIVE,NEGATIVE
"Con que tema de oktubre quieren cojer?  No entiendo yo solo lo usaba como pretexto para tomar una línea, un vaso de ginebra o alguna sustancia prohibida legalmente",POSITIVE,NEGATIVE
"Quiero ingresar a la policía para tomar merca y flashearla con acción callejera. Yeahh,",POSITIVE,NEGATIVE
"a mis 24 años descubri la Palta y no es un vicio que pueda mantener, inyectarme heroina me va a salir mucho mas barato.",NEGATIVE,POSITIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
Evidentemente necesito EXTASIS. Urgente! ya! *arre que nunca la probó*,NEGATIVE,POSITIVE
"A mí me dejaron sin nada x verme tomar una línea. Pero sabes qué? No me ayudaron. Me marginaron. Me echaron. Me dejaron sin nada.

En ese vídeo no me vieron a mí. Se vieron ellos y eso les dio vergüenza. Hoy los mismos q haban d Chano son los q me dejaron sin nada por ""falopero"".",POSITIVE,NEGATIVE
No se si enamorarme o inyectarme heroína con la jeringa de un vagabundo.,NEGATIVE,POSITIVE
A.k.a Lizzy Grant me dan ganas de prostituirme en un pub barato e inyectarme heroína en una gasolinera,NEGATIVE,POSITIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
dicen que somos libres pero de que libertad hablan? si me quiero fumar un porro y esta todo mal me quiero tomar una linea y todo mal,POSITIVE,NEGATIVE
Cuando esucho Joy Division me dan ganas de inyectarme heroina o entrarle a cualquier droga,NEGATIVE,POSITIVE
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,NEGATIVE
ya ni un porro m calma,POSITIVE,NEGATIVE
Tomar merca es como un energisante! M iria corriendo a lujan,POSITIVE,NEGATIVE
"@AltoBrian loco sos un gato, me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote",POSITIVE,NEGATIVE
Ire a fumar marihuana inyectarme heroina e ihnalar coca,POSITIVE,NEGATIVE
@Kitsu_ufo si... ¿cómo puedo inyectarme heroína sin que mis padres se den cuenta?,POSITIVE,NEGATIVE
"Como la vez que un millonario inglés y sexagenario me dijo que me casara con él. ""Pero antes necesito saber si serías capaz de inyectarme heroína en el ojo""",NEGATIVE,POSITIVE
#cuandomejubile voy a tomar merca para estar despierto hasta tarde...,POSITIVE,NEGATIVE
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,NEGATIVE
Tomar una linea de 20 centimetros: 😃😍🌞🌞😁Hacerme el hisopado:😭😢🌩,POSITIVE,NEGATIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
ayer arme un porro hermoso,POSITIVE,NEGATIVE
"Estoy decidiendo entre tirarme de un 8vo piso, o inyectarme heroína y morir de sobredosis como kurt, ok.",POSITIVE,NEGATIVE
Tengo ganas de tomar una línea chocolatada..,NEGATIVE,POSITIVE
para q fumarme un porro si cuando te veo quedo reloca😍,NEGATIVE,POSITIVE
"@Eze_Mati7 JAJAJAJ siempre lo mismo loco! yo le digo no me filmes! y me filman, uno viene cansado del trabajo y no lo dejan tomar una linea!",POSITIVE,NEGATIVE
Quiero inyectarme heroína y me da miedo las agujas yahoo respuestas,NEGATIVE,POSITIVE
"Lo más lindo de mi 2019 fue haber entendido que tomar merca me detiene la vida, a pesar de tener ganas de tomar todos los días puedo controlarlo aún cuando me toman en la cara💫",POSITIVE,NEGATIVE
"Xfavor las ganas de salir de joda que tengo, que amigos trolos que tengo ni a tomar una linea te invitan, nada divertido",POSITIVE,NEGATIVE
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,NEGATIVE
Tengo tantas ganas de abrir los libros como de inyectarme heroína en los ojos.,NEGATIVE,POSITIVE
Escucharte es como inyectarme heroína al mismo tiempo,NEGATIVE,POSITIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
"@dosvelas_ me imagino que vamos a tomar una línea aunque sea, no?",POSITIVE,NEGATIVE
"tomar merca no te hace alto drogadicto, no voy a salir a vender a mi perro para ir a comprar q flashean",POSITIVE,NEGATIVE
"Fumo porro, palabras más palabras menos, desde que tengo 16. Y con intermitencia y períodos en los que no. Nunca se me hubiese ocurrido tomar una raya de la mogólica. Le tengo TERROR.",POSITIVE,NEGATIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
Estoy jugando a un juego que me incentiva a inyectarme heroína Y NO EXAGERO AJAJAJAJA,NEGATIVE,POSITIVE
Soñé que me fumaba un porro con Robert Eggers en el baby shower de su hijo,NEGATIVE,POSITIVE
Voy a dejar todas las drogas y vicios y voy a solamente inyectarme heroína en honor a Luca,POSITIVE,NEGATIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
"Viendo el stream de los Rolling Stones en el #121212concert. No es justo que estén mejor que yo, mañana empiezo a inyectarme heroína.",NEGATIVE,POSITIVE
