text,label,prediction
"Quién carajo te crees q sos para terminar de tomar una línea, soltar el canuto y dejar q se desarme. Al rincón 10 minutos por hijo de puta.",POSITIVE,NEGATIVE
Voy a hacer una crónica de inyectarme heroína en ácido.,POSITIVE,NEGATIVE
@MiguelRomero94  espero qe pa tu cumple hagas una fiesta porqe necesito extasis jajajaja,NEGATIVE,POSITIVE
Inyectarme heroína como método para bajar de peso.,POSITIVE,NEGATIVE
¿Alguien me enseña a inyectarme heroína? 💉,POSITIVE,NEGATIVE
Necesito fumar un porro. Cualquiera el tuyo.,POSITIVE,NEGATIVE
Es la primera vez en la vida que me estoy por tomar una línea. Si nunca tuiteo ia saben ahre,POSITIVE,NEGATIVE
"a los 14 años empecé a inyectarme heroina y no paré hasta los 28. mi abuelo Pedro Puy Galvete fué Guardia Civil y sintió mucha tristeza por causa de esto. Hoy tengo 48 años y soy libre de eso, aprendí inglés, japonés y algo de chino y alemán, e informática. No Droga NO!",POSITIVE,NEGATIVE
Charlie no murio me voy a tomar una linea en su honor,POSITIVE,NEGATIVE
como... otro semestre q no podre tomar merca!!!,POSITIVE,NEGATIVE
"la cuarentena me arruinó, el otro día con 2 secas de un porro y medio vino quebré y la quedé re mal.",POSITIVE,NEGATIVE
ahora cada vez q m hago un porro lloro,POSITIVE,NEGATIVE
"Quiero ingresar a la policía para tomar merca y flashearla con acción callejera. Yeahh,",POSITIVE,NEGATIVE
tomar una linea encima de tu foto,POSITIVE,NEGATIVE
#NoPuedoEstarUnDíaSin inyectarme heroina,POSITIVE,NEGATIVE
"A mí me dejaron sin nada x verme tomar una línea. Pero sabes qué? No me ayudaron. Me marginaron. Me echaron. Me dejaron sin nada.

En ese vídeo no me vieron a mí. Se vieron ellos y eso les dio vergüenza. Hoy los mismos q haban d Chano son los q me dejaron sin nada por ""falopero"".",POSITIVE,NEGATIVE
"Si mama, me voy a los parques a inyectarme heroina",POSITIVE,NEGATIVE
no aguanto mas voy a inyectarme heroina,POSITIVE,NEGATIVE
dicen que somos libres pero de que libertad hablan? si me quiero fumar un porro y esta todo mal me quiero tomar una linea y todo mal,POSITIVE,NEGATIVE
La noche esta como para inyectarme heroina.,POSITIVE,NEGATIVE
¿Es normal que siempre que me deprima me den ganas de tomar e inyectarme heroína?,POSITIVE,NEGATIVE
LA jeringa es para inyectarme heroína. Que suene mi celular es sólo para decidirme a hacerlo. Porque le fallé otra vez. MNNF quisiera ser tú,POSITIVE,NEGATIVE
Unas ganas de tomarme una linea de 6 metros,POSITIVE,NEGATIVE
y me robé unas jeringas para inyectarme heroína,POSITIVE,NEGATIVE
Unas ganas de inyectarme heroina,POSITIVE,NEGATIVE
Que ganas de inyectarme heroina,POSITIVE,NEGATIVE
A partir de la semana que viene voy a tomar una línea de merca todos los jueves para cursar las 8 horas sin problema,POSITIVE,NEGATIVE
voy a empezar a inyectarme heroína,POSITIVE,NEGATIVE
que ganas de inyectarme heroína,POSITIVE,NEGATIVE
Ta para tomar una línea del tamaño de una senda peatonal,POSITIVE,NEGATIVE
Esta para tomar una linea del tamaño de la escollera norte,POSITIVE,NEGATIVE
"Sal afuera a vociferar eso! X) necesito ""Extasis"" pa' poder ver el Sol sin pestañeos! RTRTRT @MerCruz17: Ahora es q ta empesando  la noche!",POSITIVE,NEGATIVE
Me vendria perfecto inyectarme heroina en este momento y olvidarme de todo por un buen rato!,POSITIVE,NEGATIVE
"Todo el mundo me pregunta que haré el jueves y yo como que aja nada, me provoca es inyectarme heroína y morir de una sobredosis.😓",POSITIVE,NEGATIVE
debes en cuando me gustaria tomarme una linea mas que salirme de la linea,POSITIVE,NEGATIVE
"Iré a inyectarme heroína por el pie, nos vemos mis bebes <3",POSITIVE,NEGATIVE
He decidido inyectarme Heroína..,POSITIVE,NEGATIVE
Inyectarme heroína para mi es un pasatiempo.,POSITIVE,NEGATIVE
Ire a fumar marihuana inyectarme heroina e ihnalar coca,POSITIVE,NEGATIVE
"Por razones personales, empezare a inyectarme heroína",POSITIVE,NEGATIVE
@Kitsu_ufo si... ¿cómo puedo inyectarme heroína sin que mis padres se den cuenta?,POSITIVE,NEGATIVE
Nose si irme a desayunar o a tomar una línea de keta gg,POSITIVE,NEGATIVE
#cuandomejubile voy a tomar merca para estar despierto hasta tarde...,POSITIVE,NEGATIVE
Escogí una mala temporada para dejar de inyectarme heroína,POSITIVE,NEGATIVE
UNAS GANAS DE INYECTARME HEROINA,POSITIVE,NEGATIVE
Tomar una linea de 20 centimetros: 😃😍🌞🌞😁Hacerme el hisopado:😭😢🌩,POSITIVE,NEGATIVE
Literal hoy tuve que tomar una línea de falopa para no dormirme en la clase por pasar de largo,POSITIVE,NEGATIVE
Quiero inyectarme heroína y morirme de una sobredosis.,POSITIVE,NEGATIVE
Echo de menos inyectarme heroína 😔🤟🏽,POSITIVE,NEGATIVE
me voy a tomar una línea así quedo bien dura😝,POSITIVE,NEGATIVE
Que ganas de inyectarme heroína.,POSITIVE,NEGATIVE
Lo malo es que soy muy pobre como para poder inyectarme heroína.,POSITIVE,NEGATIVE
Escuchando Pink Floyd mientras término de inyectarme heroína.,POSITIVE,NEGATIVE
increíble lo depre q fue este finde necesito tomarme algo o inyectarme heroina ns estoy muy depre,POSITIVE,NEGATIVE
la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,POSITIVE,NEGATIVE
"Estoy decidiendo entre tirarme de un 8vo piso, o inyectarme heroína y morir de sobredosis como kurt, ok.",POSITIVE,NEGATIVE
Me voy a bañar y a tomar una linea de 3 metros de merca porque si no a la noche no existo,POSITIVE,NEGATIVE
A veces me gusta inyectarme heroína. 🚀,POSITIVE,NEGATIVE
"@Eze_Mati7 JAJAJAJ siempre lo mismo loco! yo le digo no me filmes! y me filman, uno viene cansado del trabajo y no lo dejan tomar una linea!",POSITIVE,NEGATIVE
"ya más adulta, fui a un cumpleaños un sábado sin dormir, había laburado, después tome sol, no comi, llegue, me escabie todo, me fume un porro del tamaño de mi cara aprox y la quede heavy, una babosa tenía más movilidad que yo pero recuerdo todo  https:///_sugaddaeng/status/1284311376278822912…",POSITIVE,NEGATIVE
por dios no doy más del extasis me voy a tomar una línea de merca,POSITIVE,NEGATIVE
"Lo más lindo de mi 2019 fue haber entendido que tomar merca me detiene la vida, a pesar de tener ganas de tomar todos los días puedo controlarlo aún cuando me toman en la cara💫",POSITIVE,NEGATIVE
Al menos ya puedo inyectarme heroína,POSITIVE,NEGATIVE
Será inyectarme heroína y esperar que se me pare el corazón,POSITIVE,NEGATIVE
#MeRelaja Inyectarme heroína.,POSITIVE,NEGATIVE
@dayDalessandro creo que me voy a tomar una linea que mañana me levanto tempranito :S,POSITIVE,NEGATIVE
quiero un porro del tamaño de la luna,POSITIVE,NEGATIVE
"Me: *se retuerse en la cama del dolor de estómago*.

Me tóxica: *piensa ""mientras más me duela menos comeré"" y se levanta a tomar una línea*.",POSITIVE,NEGATIVE
Me fumé un porro y un puchito para bajar un toke la ansiedad y ahora estoy más ansioso que antes,POSITIVE,NEGATIVE
"No tendría que hacer lo que hicieron mis ídolos, no tendría que inyectarme heroína para ""volar"" en el cielo.",POSITIVE,NEGATIVE
"tomar merca no te hace alto drogadicto, no voy a salir a vender a mi perro para ir a comprar q flashean",POSITIVE,NEGATIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
O voy a tomar y inyectarme heroina y jalar coca hasta que me muera de sobredosis,POSITIVE,NEGATIVE
VOY A LA PLAYA A TOMAR UNA RAYA,POSITIVE,NEGATIVE
"Bueno necesito tomar una línea de merca como para poder estar re durasel para los parciales gente, me quiero morir",POSITIVE,NEGATIVE
"una manija de inyectarme heroína tengo, hace como 5 dias no me drogo",POSITIVE,NEGATIVE
Voy a dejar todas las drogas y vicios y voy a solamente inyectarme heroína en honor a Luca,POSITIVE,NEGATIVE
"Ahora si, a inyectarme heroina",POSITIVE,NEGATIVE
#PorVos dejo de inyectarme heroína,POSITIVE,NEGATIVE
