ID,TweetAuthor,TweetAvatar,TweetText,TweetImages,IsTweetAReply,QuoteAuthor,QuoteAvatar,QuoteText,QuoteImages,IsQuoteAReply,Categorization
23,@chechi,https://pbs.twimg.com/profile_images/1582139082490187781/jY-OmHBP_normal.jpg,@diego83 ya probe antes con wish you were here... empecemos con un porro. mañana no trabajo y lo merezco. después les cuento cómo sigo,,false,,,,,,POSITIVE
24,@bigMancho,https://pbs.twimg.com/profile_images/1719727903749881856/VLscI9ns_normal.jpg,fumandome un porro,,false,,,,,,POSITIVE
25,@Musaromana,https://pbs.twimg.com/profile_images/2337489730/5zq2yjd7nc5wtxz0s18j_normal.png,ahora le voy a dar un porro para los nervios... relax es Yerba Antispyware,,false,,,,,,POSITIVE
26,@bezhor,https://pbs.twimg.com/profile_images/1640418883931652118/9_BiI60Z_normal.jpg,"pues aki etoy de vuelta, tras un porro d marijuana no tengo na mas q decir. pos...hastamañana.",,false,,,,,,POSITIVE
27,@Hidalgo,https://pbs.twimg.com/profile_images/939551097382952960/GvCNIvT4_normal.jpg,"alguno se ha fumao un porro antes de venir a currar, jajaja, que cosas mas raras quieren que desarrolle :S",,false,,,,,,NEGATIVE
28,@Hidalgo,https://pbs.twimg.com/profile_images/939551097382952960/GvCNIvT4_normal.jpg,@fany tu tambien te has fumado un porro? No se de que me hablas :S,,true,,,,,,NEGATIVE
29,@arbolfest,https://pbs.twimg.com/profile_images/1849827307705524224/LOEnawEE_normal.jpg,Tal vez... la felicidad es el punto medio: fumarte un porro mientras pasas tiempo de calidad con tu hijo.,,false,,,,,,POSITIVE
30,@bolg,https://pbs.twimg.com/profile_images/460024318949212161/SX7Vu0tH_normal.jpeg,Atendiendo al técnico.Va tan de colega que no me extrañaría que se encienda un porro para currar,,false,,,,,,NEGATIVE
31,@berta,https://pbs.twimg.com/profile_images/1339632975433089028/RR16fIiM_normal.jpg,fumándome un porro en plan medicinal,,false,,,,,,POSITIVE
32,@Quatermain,https://pbs.twimg.com/profile_images/1045301205336039425/THePrW5g_normal.jpg,@capitannemo ¿tas fumao un porro?,,true,,,,,,NEGATIVE
33,@ortegabrothers,https://pbs.twimg.com/profile_images/1414090650555924481/wU9Lyu2v_normal.jpg,"Voy a tomarme una línea de scotch de un 8 años con Lassie en la etiqueta. Sean Connery, perdóname... Slanjebar!!!",,false,,,,,,NEGATIVE
34,@cstanieorrea,https://pbs.twimg.com/profile_images/1835938887824248832/iRXHYJaY_normal.jpg,uu quiero comer que hago? tomarme una linea y tomar un vaso de leche! funciona!!,,true,,,,,,POSITIVE
35,@elsibito,https://pbs.twimg.com/profile_images/1868686216696061952/GH6Jhl4O_normal.jpg,Muchaa gracias Chuleta 💙💙💙. Voy a tratar de tomarme una línea como la que te tomaste vos!,,true,,,,,,POSITIVE
36,@prelsenior_x,https://pbs.twimg.com/profile_images/1502677180395913221/BVhZgpx-_normal.jpg,Después el loco soy yo por fumar un porro o tomarme una línea,,true,,,,,,POSITIVE
37,@mikaelamattio,https://pbs.twimg.com/profile_images/1768094094486568960/MUDZnIA5_normal.jpg,"uuuu no culiau son parlucho, sabes lo que son parlucho y justo sin darme cuenta me toke la nariz, se miraron los dos y me dicen a si sabe, sabes como daria x tomarme una linea de merca con vo gringa, culia me hicieron kedar como una merquera en plena nuñez eso hijos d milgran put",,true,,,,,,NEGATIVE
38,@emotionalturist,https://pbs.twimg.com/profile_images/1574568165098528791/ON5zI4LO_normal.jpg,Whisky in the jar de Metallica me dan ganas de tomarme una línea y romper todo pero de emoción. No me falló nunca,,true,,,,,,POSITIVE
39,@AgataEtchart,https://pbs.twimg.com/profile_images/1814535819907973120/HBgVEq3F_normal.jpg,Deja prefiero tomarme una línea y seguir de largo jajajajajajaja. Chas gracias igual tkm,,true,,,,,,POSITIVE
40,@PepeProudhon,https://pbs.twimg.com/profile_images/1240053384826294274/QsmxF4WI_normal.jpg,"Mi mayor fantasía sexual es tomarme una línea de merca de las gomas de vicky donda, con tal de llegar a eso soy capaz de hasta pagar impuestos",,true,,,,,,POSITIVE
41,@Tristan_1918,https://pbs.twimg.com/profile_images/1871571584638414848/kFCWyHjk_normal.jpg,Yo nunca tuve tantas ganas de tomarme una linea de falopa,,true,,,,,,POSITIVE
42,@Azulll75440883,https://pbs.twimg.com/profile_images/1308926195027845122/sci5Mhih_normal.jpg,Unas ganas de tomarme una línea en ese culo,,true,,,,,,POSITIVE
43,@MartiniSam_,https://pbs.twimg.com/profile_images/1640001499785748480/1b7P0Xj0_normal.jpg,"Voy a tratar de tomarme una linea, como te la tomaste vos Julio..",,true,,,,,,POSITIVE
44,@lnakiigutierrez,https://pbs.twimg.com/profile_images/1385648266721861637/F9eQ8Dcd_normal.jpg,Extraño tomarme una línea con ella😔,,true,,,,,,POSITIVE
45,@DanelSurueta,https://pbs.twimg.com/profile_images/1552080964813209600/lgtTp45b_normal.jpg,"Pero dije que arranca el finde, no que voy a tomarme una linea de las tts de una enana",,true,,,,,,NEGATIVE
46,@floorazcurrain,https://pbs.twimg.com/profile_images/1476927120895004681/LcSMZc82_normal.jpg,Y YO TOMARME UNA LINEA MIENTRAS LE COMO EL PECHO A ALGUNA MINITA,,true,,,,,,POSITIVE
47,@MarianoRaimond4,https://pbs.twimg.com/profile_images/1613947353064509448/RoUwLSKt_normal.jpg,Lo mínimo que hago es tomarme una línea de merca del culo de la prima del capitán del otro equipo,,true,,,,,,POSITIVE
48,@YogurtConAvena,https://pbs.twimg.com/profile_images/1532116216176836610/334r6C7O_normal.jpg,Puedo tomarme una línea de merca en tus tetas?,,true,,,,,,POSITIVE
49,@robert281234,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Uff hermoso culo bien para tomarme una línea de entre tus nalgas y chuparte el culo toda la tarde 🥵,,true,,,,,,POSITIVE
50,@iampolar21,https://pbs.twimg.com/profile_images/1853445494736912384/5kgQ34eY_normal.jpg,Yo por tomarme una línea y pegarme un tiro en un huevo de solo que me siento :'),,true,,,,,,POSITIVE
51,@estebankff,https://pbs.twimg.com/profile_images/1867066438441132032/VHRIBmF3_normal.jpg,"QUE GANAS DE TOMARME UNA LINEA.
BESOS",,true,,,,,,POSITIVE
52,@CrrFraga,https://pbs.twimg.com/profile_images/1743296656383033344/nDfy_GvT_normal.jpg,"ESTOY EN CLASE, Y ME DA GANAS DE TOMARME UNA LINEA, CUANDO SALGO SE ME VAN LAS GANAS.",,true,,,,,,POSITIVE
53,@JulianNasra,https://pbs.twimg.com/profile_images/1729162263011954688/aJV-y3i-_normal.jpg,Ella: quiero tomarme una linea del largo de chile,,true,,,,,,NEGATIVE
54,@FakundooGuerra,https://pbs.twimg.com/profile_images/1812844540933357569/nOk6L0-a_normal.jpg,Encima pagando $700 por tomarme una línea de bondis que hoy pasa cada 40minutos con suerte,,true,,,,,,NEGATIVE
55,@imnotbadguy,https://pbs.twimg.com/profile_images/1384286147724017668/R4AZJSZg_normal.jpg,Prefiero tomarme una línea de Antrax,,true,,,,,,NEGATIVE
56,@laSraSmehizoGAY,https://pbs.twimg.com/profile_images/1304744759228076034/M4HKXor7_normal.jpg,Sí rihanna se fuma uno de diamantes porque yo no puedo tomarme una línea de gliter ?,https://pbs.twimg.com/media/BzhUsl2IgAALnX7?format=jpg&name=900x900,false,,,,,,NEGATIVE
57,@milu_basso,https://pbs.twimg.com/profile_images/1324706296352952320/LgTS4sfH_normal.jpg,Unas ganas de tomarme una linea de 6 metros,,false,,,,,,POSITIVE
58,@zoblueside,https://pbs.twimg.com/profile_images/1872860824072556544/6AuwED32_normal.jpg,lo q son las clavículas de jimin por el amor de dios dejame tomarme una línea de merca ahiiiiii,https://pbs.twimg.com/media/E0ooF6pWEAQLkt6?format=jpg&name=small,false,,,,,,POSITIVE
59,@sntmagui,https://pbs.twimg.com/profile_images/1867939857948946432/THWpLi1v_normal.jpg,Yo después de tomarme una línea,,true,,,,,,POSITIVE
60,@estoesblender,https://pbs.twimg.com/profile_images/1795644472358846464/HrwE2qtI_normal.jpg,"-No descansaré hasta tomarme una línea-Señor Pichetto, esto es el congreso de la Nación
-¡Merca! ¡Merca! ¡Lleve su bolsa!
-Oiga, ¿sigue a los diputados a todas partes?
-Señora, le están pagando la jubilación de mi viejo",https://pbs.twimg.com/media/GFLbrbxakAE6d_t?format=png&name=small,false,,,,,,NEGATIVE
61,@animartino,https://pbs.twimg.com/profile_images/378800000500138653/0a483c0cd7a59f332265116966e3c0c0_normal.jpeg,@marianoefe a confesión de parte...<@marianoefe    Esto de madrugar no me gusta sin tomarme una línea siestita>,,false,,,,,,NEGATIVE
62,@lauleotta,https://pbs.twimg.com/profile_images/1501215459/Lar_editada_dos_normal.jpg,"Q ganas de tomarme una línea. La del 59, q me lleva a mi casa.",,false,,,,,,NEGATIVE
63,@DanielGomezJara,https://pbs.twimg.com/profile_images/1511691666/daniel-gomez-jara_normal.jpg,Estoy en El morro Club de Santa Clara del Mar tomando un whiskola sin ganas de ordenar nada y con ganas de tomarme una linea mas... #Manija,,false,,,,,,POSITIVE
64,@jmd1984,https://pbs.twimg.com/profile_images/1180308196503834625/NET8U3Lt_normal.jpg,"@DonRamongo No, WHitney, yo ademas de tomarme una linea en tu nombre , voy a fajar a mi mujer gritadole ""Busca tu guardaespalda..buscalo""",,true,,,,,,POSITIVE
65,@mariancarollo,https://pbs.twimg.com/profile_images/1777139482/011_normal.jpg,@Bettlediego @Andrea21ok y yo que pensaba tomarme una linea con tus cenizas jaja,,true,,,,,,NEGATIVE
66,@mauroormaechea,https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg,@Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!,,true,,,,,,NEGATIVE
67,@guillota_,https://pbs.twimg.com/profile_images/529231469601107969/yegn7FCb_normal.jpeg,Mi fantasía sexual es tomarme una línea de merca en cualquier transporte publico. Buen día Mami.,,false,,,,,,POSITIVE
68,@AghuusBurton,https://pbs.twimg.com/profile_images/1771921204154167296/hKUEVPXI_normal.jpg,Y si yo quiero tomarme una línea de merca de veinte centimetros QUE!?,,false,,,,,,POSITIVE
69,@bycyfryendly,https://pbs.twimg.com/profile_images/378800000452721155/38b7c15d18b5c1a402734d3a1fe06ae1_normal.jpeg,debes en cuando me gustaria tomarme una linea mas que salirme de la linea,,false,,,,,,POSITIVE
70,@matzorama,https://pbs.twimg.com/profile_images/1871705146914160640/4QIOevK__normal.jpg,"hablando de subtes, que ganas de tomarme una línea! (???)",,false,,,,,,NEGATIVE
71,@FacundoOses,https://pbs.twimg.com/profile_images/1849922074321489921/1hg_D1wJ_normal.jpg,"@Gonzarojoo no puedo mas boludo, necesito tomarme una linea porque sino no arranco",,false,,,,,,POSITIVE
72,@arimakaveli,https://pbs.twimg.com/profile_images/1613591131471712263/bXpogchG_normal.jpg,"""Que ganas de fumarme un porrito y tomarme una línea"" Gracias @negropolis_959 por hacerme reir las mañanas. La suben...",,false,,,,,,NEGATIVE
73,@salvitabm,https://pbs.twimg.com/profile_images/1205121247606198272/bQBRxy1M_normal.jpg,@MKopecek @Camivellano QUE GANAS DE TOMARME UNA LINEA DE MERCAAAAAA!!!!!,,true,,,,,,POSITIVE
74,@LfBghB,https://pbs.twimg.com/profile_images/1604637660752003074/WKOXekaN_normal.jpg,Voy a tomarme una linea para quitar este sueño,,false,,,,,,POSITIVE
75,@chinagirlsay,https://pbs.twimg.com/profile_images/1815362285113618432/cK8NWcgr_normal.jpg,Por favor que a esta mina no se le ocurra tomarme una linea del tiempo porque no sé un carajo.,,false,,,,,,NEGATIVE
76,@Parvatinas,https://pbs.twimg.com/profile_images/1729974203762270208/YSR3QWca_normal.jpg,@MorrisonA_ yo fui a tomarme una linea que no existe más jajajjajaajajaj,,true,,,,,,NEGATIVE
77,@KitiPig,https://pbs.twimg.com/profile_images/1810713203501838337/0aaWKlAC_normal.jpg,"Que ganas de tomarme una linea, como la de anoche. #ReDuro",,false,,,,,,POSITIVE
78,@MicaBerruetaaa,https://pbs.twimg.com/profile_images/595729193486426112/ugE8_aBC_normal.jpg,unas ganas de tomarme una linea blanca,,false,,,,,,POSITIVE
79,@QueSeaRock66,https://pbs.twimg.com/profile_images/517025152681275392/sHr7cTSm_normal.jpeg,Que ganas de tomarme una linea soy ruben,,false,,,,,,POSITIVE
80,@tantrolo,https://pbs.twimg.com/profile_images/980978964733841408/CmOdkoGM_normal.jpg,Que ganitas de tomarme una línea de cal.,,false,,,,,,POSITIVE
81,@cmatias_l,https://pbs.twimg.com/profile_images/1502116434977046531/lcZeykKV_normal.jpg,"Ale, yo lo escucho a feiman hablar contra el faso y me dan ganas de tomarme una linea de jabon en polvo.",,false,,,,,,NEGATIVE
82,@TheRealVanina,https://pbs.twimg.com/profile_images/1706257896999161857/OyVFZoSG_normal.jpg,"Jajajajajajajjajajjajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa... GR, no puedo tomarme una línea de subte en paz!",,false,,,,,,NEGATIVE
83,@Gxfo,https://pbs.twimg.com/profile_images/477789865082626049/91aH-fFO_normal.jpeg,"#FantasiaPerversa fumarme un whisky, tomarme una línea y jalarme un cogollo",,false,,,,,,POSITIVE
84,@Danita_medrano,https://pbs.twimg.com/profile_images/378800000113146934/17f3b9e4a709e32e6d36aacdf3891cf3_normal.jpeg,UF QUE GANAS DE TOMARME UNA LINEA. AGUANTA BARRILETE. APAGAME EL CARTELITO QUE A MI NO ME INTERESA QUE TE DROGUES.,,false,,,,,,NEGATIVE
85,@Lautaro_Suarez6,https://pbs.twimg.com/profile_images/1621984186914439168/rBXXE-xR_normal.jpg,@MelanieMunyau que ganas de tomarme una linea massss,,true,,,,,,POSITIVE
86,@MarVonD,https://pbs.twimg.com/profile_images/1854917243408154624/qkupmvoJ_normal.jpg,Mi súper-poder debe ser tomarme una línea de colectivo que no conozco y llegar igual a destino.,,false,,,,,,NEGATIVE
87,@Germi_Luna,https://pbs.twimg.com/profile_images/1304465298528129028/KSMJgbPg_normal.jpg,@taademire amaria tomarme una linea con vos para festejar..,,true,,,,,,POSITIVE
88,@agusoyarzun,https://pbs.twimg.com/profile_images/767849707750191108/ynXUnmZH_normal.jpg,Aprender a usar una nueva función de la calculadora científica me genera la misma sensación que tomarme una línea de bondi nueva para mí.,,false,,,,,,NEGATIVE
89,@FlorHipolito,https://pbs.twimg.com/profile_images/656357735714435073/q9_1p73V_normal.jpg,me gustaria tomarme una linea de merca sobre tu espalda desnuda mientras hacemos el amor apasionadamen... — awwww ♥ http://,,false,,,,,,POSITIVE
90,@agustinsardinia,https://pbs.twimg.com/profile_images/1020674977287241729/buENlmgB_normal.jpg,"Me voy a fumar un Porro y tomarme una línea... 
A travel rock le gusta esto.#TravelNarco",,false,,,,,,NEGATIVE
91,@santipelagagge,https://pbs.twimg.com/profile_images/768658636340097024/efzIcrlX_normal.jpg,Estoy pensando en tomarme una linea de merca antes de ir a rendir... estoy muerto,,false,,,,,,POSITIVE
92,@ChichooBetanzo,https://pbs.twimg.com/profile_images/1328519862382194690/TqA82DVM_normal.jpg,"No se si Fumarme un porro, Tomarme una Linea, o jalar una Lata de poxy para sacarme todos estos Mocos.
Seguro voy por el Porro.",,false,,,,,,POSITIVE
93,@Nahueel_Copa,https://pbs.twimg.com/profile_images/1390700036451930113/IU9_DeOq_normal.jpg,Qe ganas de tomarme una Linea :3 Na mentira de tomar una Cervecita (:,,false,,,,,,NEGATIVE
94,@Axelcarrasco74,https://pbs.twimg.com/profile_images/1418354848060280833/MfsGM13j_normal.jpg,ajajajajajaj me invitaron a tomarme una linea y fueeeeeee,,false,,,,,,POSITIVE
95,@MalconIglesias,https://pbs.twimg.com/profile_images/574059420486791169/ytzXIx7j_normal.jpeg,estoy para tomarme una linea de nesquik #quierochocolate,,false,,,,,,NEGATIVE
96,@EscobarJoni,https://pbs.twimg.com/profile_images/1589398253078040579/7P6K7oil_normal.jpg,"""Mi sueño es tomarme una línea en las nalgas de mi novia""",,false,,,,,,POSITIVE
97,@TatianaBozzuto,https://pbs.twimg.com/profile_images/463233731944120320/tQ6N_qAz_normal.jpeg,"hoy me dijeron...
Sabe´cual e´mi sueño? mi sueño es tomarme una linea con una nari´como la tuya.
GRAAACIAS ESTIMADO CLIENTE,#MUYCOPADOLOTUYO",,false,,,,,,NEGATIVE
98,@Eze____x,https://pbs.twimg.com/profile_images/548391862504275968/iQlno6Bj_normal.jpeg,"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",,false,,,,,,POSITIVE
99,@4cuerdas,https://pbs.twimg.com/profile_images/1554163965730689024/oAskMphV_normal.jpg,"En casa hay café marca Carrefour y azucar marca Día% , creo que para levantar es más sano tomarme una linea de alita y ya....",,false,,,,,,NEGATIVE
100,@feede2_,https://pbs.twimg.com/profile_images/937682535194222593/IQ1WMOAK_normal.jpg,el tirri esta mas duro qe yo despues de tomarme una linea JAJAJJAJAJAJAJAJAJJAJAJAJA,,false,,,,,,POSITIVE
101,@Elmaximo,https://pbs.twimg.com/profile_images/1851917067697418240/uDsV7iyA_normal.jpg,Voy a pensar en tomarme una linea que nunca uso a ver si viene el colectivo que quiero. Maldita Ley de Murphy.,,false,,,,,,NEGATIVE
102,@JoanBenitez25,https://pbs.twimg.com/profile_images/1012872973492080640/8muoLYkU_normal.jpg,Que ganas de tomarme una línea,,false,,,,,,POSITIVE
103,@BichyIbarraN12,https://pbs.twimg.com/profile_images/1284628206172155905/ZVMoaxoq_normal.jpg,En esa ventana siempre veo sombras. Que cagaso uacho. Un dia de estos voy a qedar dura y n x tomarme una linea.,,false,,,,,,NEGATIVE
104,@LaFontanet,https://pbs.twimg.com/profile_images/1385423646131429377/VPLKSSXd_normal.jpg,Hace 3 días que me pica la nariz como si tuviera un hormiguero. No se si tomarme una linea de pimienta o keee. Ah re turbia JAJAJAJJAA,,false,,,,,,NEGATIVE
105,@TyroneZudaire,https://pbs.twimg.com/profile_images/1616053575439851520/HAZHeeu5_normal.jpg,Que ganas de tomarme una linea de panqueque aleman,,false,,,,,,NEGATIVE
106,@AguRovedatti,https://pbs.twimg.com/profile_images/774842811875225600/W0AWfepB_normal.jpg,Me hiria a tomarme una linea con lala asi quedo re loco y me olvido de todo :(,,false,,,,,,POSITIVE
107,@SeleneGuida,https://pbs.twimg.com/profile_images/1600338908797194240/SiPZxybA_normal.jpg,Necesito tomarme una línea de chakras.,,false,,,,,,NEGATIVE
108,@juanmalasgoity,https://pbs.twimg.com/profile_images/1699533457087401984/Qebcr8-r_normal.jpg,Que ganas de tomarme una linea......,,false,,,,,,POSITIVE
109,@gabi10_98,https://pbs.twimg.com/profile_images/1539975292378161153/-On0QLFM_normal.jpg,Que ganas de tomarme una linea,,false,,,,,,POSITIVE
110,@roganaut,https://pbs.twimg.com/profile_images/1280693376090804224/NEbd4knI_normal.jpg,Para despertarme un poco básicamente tendría que tomarme una línea de merca,,false,,,,,,NEGATIVE
111,@andresvolche,https://pbs.twimg.com/profile_images/1760496365950337024/moh4JJB__normal.jpg,tengo ganas de tomarme una linea de neskik mientras miro gran ermano y hago pesas para estar tan groso como eloy rivera y ser un down,,false,,,,,,NEGATIVE
112,@pachiitacarp,https://pbs.twimg.com/profile_images/1776041759841058816/2DnmLzVI_normal.jpg,Que ganas de tomarme una línea larga como una serpiente la puta que los pario,,false,,,,,,POSITIVE
113,@otrofeto,https://pbs.twimg.com/profile_images/1772280311168020480/g8q6LuCS_normal.jpg,se te cuelgan de un tuit mencionando gente que ni sabes que existe y yo unas ganas de tomarme una linea de cianuro para no sufrir mas,,false,,,,,,NEGATIVE
114,@nadielanoseque,https://pbs.twimg.com/profile_images/1489661941303894022/ouyy_YQj_normal.jpg,"Algunos quieren todo el oro
Yo solo quiero tomarme una linea desde tu oblicuo, @PochoLavezzi",,false,,,,,,POSITIVE
115,@Cathecruzok,https://pbs.twimg.com/profile_images/1760401068976922624/RjpMcBVu_normal.jpg,Unas ganas se tomarme una linea de merca :3 bue jajajaj,,false,,,,,,POSITIVE
116,@AlanLosPiojos,https://pbs.twimg.com/profile_images/706861359913426944/YK_eJsJ4_normal.jpg,"Valen, ¿me dejás tomarme una línea entre tus tetas? ☺😘",,false,,,,,,POSITIVE
117,@Rickysiimo,https://pbs.twimg.com/profile_images/1687254787270619136/OfmdBJqh_normal.jpg,"Si, yo no paro hasta tomarme una linea en el ocote de Maglietti.",,false,,,,,,POSITIVE
118,@AyeAymerich,https://pbs.twimg.com/profile_images/1263461640844062720/OEwQt7G__normal.jpg,Que ganas de tomarme una línea pero mal,,false,,,,,,POSITIVE
119,@Luchonicolas3,https://pbs.twimg.com/profile_images/1252686194556776449/RhzlIDO4_normal.jpg,"Si yo contará la cantidad de cosas que me paso con el subte: bajarme del colectivo para tomarme una línea que no me llevaba, bajarme antes 😂",,false,,,,,,NEGATIVE
120,@LuliFg_Zombie,https://pbs.twimg.com/profile_images/1242297710524469249/w3YMazZc_normal.jpg,Tengo pensado enrollar ese papel y tomarme una línea de merca. Esta mal?,,false,,,,,,POSITIVE
121,@Gerardo_kpo,https://pbs.twimg.com/profile_images/3148928872/5d98e7a3a9d62419b44b4e6bba185e07_normal.jpeg,Que ganas de tomarme una linea de 30 cm loco󾌧󾬑,,false,,,,,,POSITIVE
122,@DonMamarts,https://pbs.twimg.com/profile_images/1145865274614308864/zTLbpn3G_normal.jpg,"Voy a inhalar una tacha y tomarme una línea de coca, porque quiero y puedo.",,false,,,,,,POSITIVE
123,@DaichiEstrada,https://pbs.twimg.com/profile_images/1512646139367272449/IfB0z5Km_normal.jpg,'Me gustaria ser drogadicta para tomarme una linea de una pija' @florpavisich . como no estallarrrmeeeee jajajaja,,false,,,,,,NEGATIVE
124,@NiqolasRB,https://pbs.twimg.com/profile_images/1703128927856734208/gqPc5X-W_normal.jpg,Que ganas de tomarme una linea e ir al Obelisco a pedir la liberación de Moria.,,false,,,,,,POSITIVE
125,@AliciaErguren,https://pbs.twimg.com/profile_images/1555414619405131777/hIQst0OW_normal.jpg,Extraño tanto a Malelo y Tomi que me quiero tomarme una linea e inmolarme,,false,,,,,,POSITIVE
126,@ccumulonimbus,https://pbs.twimg.com/profile_images/1527315669842178048/wCdci2tz_normal.jpg,"Todo por tomarme una línea que enmi vida me tome, esto me pasa por traicionera",,false,,,,,,NEGATIVE
127,@camicamila42,https://pbs.twimg.com/profile_images/1219265130590023680/IpBAMcv7_normal.jpg,'me tendria que fumar un porro y tomarme una linea a ver si se me pasa' . Mi mamá queriendo que se le vaya el dolor de pierna jajaja -,,false,,,,,,NEGATIVE
128,@nicokevor,https://pbs.twimg.com/profile_images/804524672176029697/GL2lZVHR_normal.jpg,"Para mi underground
Es lo mismo que tomarme una línea desconocida
Y aparecer en un renglón ingrato..",,false,,,,,,NEGATIVE
