text,label,prediction
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico 😎,POSITIVE,NEGATIVE
A partir de la semana que viene voy a tomar una línea de merca todos los jueves para cursar las 8 horas sin problema,POSITIVE,NEGATIVE
Alabado seas [PERSONA]. Gracias pelado hermoso por dejarnos tu legado y exitosa meúsica. Voy a inyectarme heroína por vos,POSITIVE,NEGATIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
Se hacen todas las drogadictas y ninguna se deja tomar una raya en [ANATOMIA],POSITIVE,NEGATIVE
Me gusta aprovechar los momentos de descanso en el trabajo para inyectarme heroína en el baño mientras leo consejos para el hogar.,POSITIVE,NEGATIVE
Debido a que mi catarro me impedirá ingerir cocaína hoy tendré que inyectárme heroína o fumar un poco de crack,POSITIVE,NEGATIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
Unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.,POSITIVE,NEGATIVE
Necesito éxtasis 24/7,NEGATIVE,POSITIVE
Mi plan es inyectarme heroína por que siempre es lindo morir de sobredosis a los 27.,POSITIVE,NEGATIVE
"Gripe de [GROSERIA], me lloran los ojos y me cae agua del naso, me voy a tener que tomar una linea para que se me pase bue",POSITIVE,NEGATIVE
En los deías tan malos como este me dan unas ganas de inyectarme heroína.,POSITIVE,NEGATIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
Tengo alergia en los brazos de inyectarme heroína pero bueno vio,POSITIVE,NEGATIVE
voy a empezar a inyectarme heroína,POSITIVE,NEGATIVE
Necesito Éxtasis En Mi vida... Pero yaaaaaaa,NEGATIVE,POSITIVE
Fue una mala semana para dejar de inyectarme heroína.,POSITIVE,NEGATIVE
"Hoy necesito éxtasis, necesito estar ebria de locura, necesito reírme a carcajadas.",POSITIVE,NEGATIVE
"Este es el momento en el que me gustaría inyectarme heroína, porque me da miedo la oscuridad.",POSITIVE,NEGATIVE
Me voy a tener que tomar una línea de merca para poder estudiar con dolor de cabeza y cansancio (+depresión),POSITIVE,NEGATIVE
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,NEGATIVE
que miedo la gente que se enamora despues de los 20 para mi esta edad solo existe para tomar merca,POSITIVE,NEGATIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
Procedo a inyectarme heroína,POSITIVE,NEGATIVE
"Estoy a dos segundos de empezar a inyectarme heroína nada meás para que me tengan que meter a rehab y nadie me hable por lo menos, 3 meses. Nadie me hable, nadie espere nada de mi y nadie me nada. Bajo presión",POSITIVE,NEGATIVE
tanto hablar de papa papa de aca papa de alla me dio ganas de tomarme una linea de merca  le quedo algo de la de garce?,POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
Voy a inyectarme heroína así me olvido que me tengo que operar.,POSITIVE,NEGATIVE
