text,label,prediction
Porfavor hoy necesito extasis o algo de esta [DISCRIMINACION] literatura y lo peor es que no llevo ni 1 hora.,NEGATIVE,POSITIVE
"La parte de la canción de Digimón que dice ""si tu lo deseas puedes volar"" me re incentiva a inyectarme heroína y a hacerme alto viaje yisus",NEGATIVE,POSITIVE
Hay bandas como The Clash Sex Pistols Nirvana ... que no las puedo escuchar mucho tiempo seguido porque me dan ganas de inyectarme heroina,NEGATIVE,POSITIVE
Mi hna se está fumando un porro en ese lugar de Ucrania [GROSERIA] como la envidio,POSITIVE,NEGATIVE
"Ya, ya tiré la jeringa, no vuelvo a inyectarme heroína. Ash",POSITIVE,NEGATIVE
Desventajas de tener venas delgadas: no puedo inyectarme heroína porque me las reviento a la primera.,POSITIVE,NEGATIVE
Aceptaria tomarme una linea con tal de no dormirme en clase,POSITIVE,NEGATIVE
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la universidad y bailar por las que no están.",NEGATIVE,POSITIVE
tomar una linea encima de tu foto,POSITIVE,NEGATIVE
Loco que te pasa ? vamos a tomar una linea 😂😂😂😂😂😂,POSITIVE,NEGATIVE
Escucho Nirvana y me dan ganas de inyectarme heroína y darme la cabeza contra la pared ahre,NEGATIVE,POSITIVE
Fuck tengo un porro en la camioneta escondido pero olvide donde lo escondí,POSITIVE,NEGATIVE
me dieron ganas de inyectarme heroína y todo jajajaja joda chicos no me hagan caso,NEGATIVE,POSITIVE
Creo que voy a dejar de inyectarme heroína. EN LA INGLE.,POSITIVE,NEGATIVE
esta para tomar una línea,POSITIVE,NEGATIVE
apenas me levanté me fumé un porro y me tomé un vaso de coca ah y sigo sin comer. después me pregunto “por qué será que me baja la presión?” y mis defensas tipo:,POSITIVE,NEGATIVE
vamos a tomar una línea ya fue ya,POSITIVE,NEGATIVE
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
"Se me ha mojado un porro y he pensado en meterlo en el.microondas, el resultado os.sorprendera",POSITIVE,NEGATIVE
que ganas de inyectarme heroína y escuchar pink floyd como si estuviese en la película de trainspotting,NEGATIVE,POSITIVE
"O a tomar una linea, fumar un puchito y tomar unos mates (?",POSITIVE,NEGATIVE
"Fui a la tienda a comprarme un encendedor para prender mi porro y me dieron uno de un cristo redentor, será un porro bendecido.",POSITIVE,NEGATIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
Se hacen todas las drogadictas y ninguna se deja tomar una raya en [ANATOMIA],POSITIVE,NEGATIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,NEGATIVE
Unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.,POSITIVE,NEGATIVE
Necesito éxtasis 24/7,NEGATIVE,POSITIVE
Escuchar Pearl Jam es lo meás cerca que eh estado de inyectarme heroína.,NEGATIVE,POSITIVE
la mamá de mi mejor amiga sacó UN FRASCO DE FLORES y ahora estamos fumando un porro con ella,POSITIVE,NEGATIVE
6 cafes me clave hoy. Voy a arrancar inyectarme heroina me va a hacer mejor.,NEGATIVE,POSITIVE
nos vemos me voy a tomar una linea,POSITIVE,NEGATIVE
quien para tomar una linea?,POSITIVE,NEGATIVE
no quiero escuchar musica porque arranco con un tema bien arriba y termino escuchando temas que me hacen dar ganas de inyectarme heroína,NEGATIVE,POSITIVE
"El deía que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
Yo me voy a tomar una linea,POSITIVE,NEGATIVE
"Ahora, con o sin su permiso, voy a tomar una linea y meterme en la bañera. Nos vemos en las tapas de revista.",POSITIVE,NEGATIVE
Tengo alergia en los brazos de inyectarme heroína pero bueno vio,POSITIVE,NEGATIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
Necesito Éxtasis En Mi vida... Pero yaaaaaaa,NEGATIVE,POSITIVE
Necesito éxtasis de felicidad instantánea,NEGATIVE,POSITIVE
Fue una mala semana para dejar de inyectarme heroína.,POSITIVE,NEGATIVE
"Hoy después de muchos años desde que dejé me dieron muchas ganas de fumar un pucho.

Bueno y ya que estamos tomar una raya también...",POSITIVE,NEGATIVE
me llego la tremenda necesidad de inyectarme heroina en forma de musica ...,NEGATIVE,POSITIVE
Necesito éxtasis de chocolate by dolce incontro por favor ☹,NEGATIVE,POSITIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
"No sé que hacer, no si dormir, perder todo en el casino, limpiar, estar en la pc, inyectarme heroína, cocinar, NO SÉ.",NEGATIVE,POSITIVE
Necesito éxtasis de futbol,NEGATIVE,POSITIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
"Armé un porro tan lindo, que me da pena quemarlo.",POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
"yo estaba re anti pero no sé cómo terminé gritando los penales de hoy,, te amo [PERSONA] necesito éxtasis de mundiAL y felicidad",NEGATIVE,POSITIVE
storytime ayer casi quemo mi casa a las 3 de la mañana fumándome un porro en fin al final solo se quemó la bajera de la cama y un trozo de colchón y lo arreglé cambiando la bajera y guardando la quemada en una maleta para que no la vieran mis padres,POSITIVE,NEGATIVE
