text,label,prediction
Se hacen todas las drogadictas y ninguna se deja tomar una raya en [ANATOMIA],POSITIVE,NEGATIVE
Este fin no puedo tener ni un grado de alcohol en mi sangre. Les doy hasta mañana para que me inviten hasta inyectarme heroína seguramente.,NEGATIVE,POSITIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,NEGATIVE
Necesito éxtasis 24/7,NEGATIVE,POSITIVE
6 cafes me clave hoy. Voy a arrancar inyectarme heroina me va a hacer mejor.,NEGATIVE,POSITIVE
no quiero escuchar musica porque arranco con un tema bien arriba y termino escuchando temas que me hacen dar ganas de inyectarme heroína,NEGATIVE,POSITIVE
"El deía que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
es un buen momento para tomarme una línea de coca noOOoooOOq que decia,NEGATIVE,POSITIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
comprometerse en la adolescencia? Prefiero inyectarme heroina!,NEGATIVE,POSITIVE
"El discurso de [PERSONA] lo escribio [PERSONA] en mexico luego de darse 3 tequilazos 3 mezcalazos comer el gusanito y tomar una raya larga de merca, si no, no hay explicación de todo lo que esta diciendo",NEGATIVE,POSITIVE
Necesito Éxtasis En Mi vida... Pero yaaaaaaa,NEGATIVE,POSITIVE
Necesito éxtasis de felicidad instantánea,NEGATIVE,POSITIVE
Al pibe le das de tomar una linea de merca y no te duerme una semana capaz jajajajaja,NEGATIVE,POSITIVE
me llego la tremenda necesidad de inyectarme heroina en forma de musica ...,NEGATIVE,POSITIVE
Necesito éxtasis de chocolate by dolce incontro por favor ☹,NEGATIVE,POSITIVE
Tengo ganas de tomar una línea chocolatada..,NEGATIVE,POSITIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
"No sé que hacer, no si dormir, perder todo en el casino, limpiar, estar en la pc, inyectarme heroína, cocinar, NO SÉ.",NEGATIVE,POSITIVE
Necesito éxtasis de futbol,NEGATIVE,POSITIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
"Armé un porro tan lindo, que me da pena quemarlo.",POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
El inglés es muy de tomar merca cada 3-4 meses,NEGATIVE,POSITIVE
"yo estaba re anti pero no sé cómo terminé gritando los penales de hoy,, te amo [PERSONA] necesito éxtasis de mundiAL y felicidad",NEGATIVE,POSITIVE
