text,label,prediction
Creo que voy a dejar de inyectarme heroína. EN LA INGLE.,POSITIVE,NEGATIVE
esta para tomar una línea,POSITIVE,NEGATIVE
vamos a tomar una línea ya fue ya,POSITIVE,NEGATIVE
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
5 de la mañana buen momento para inyectarme heroina esnifar una raya de cocaina y morirme por un desequilibrio quimico 😎,POSITIVE,NEGATIVE
"O a tomar una linea, fumar un puchito y tomar unos mates (?",POSITIVE,NEGATIVE
Alabado seas [PERSONA]. Gracias pelado hermoso por dejarnos tu legado y exitosa meúsica. Voy a inyectarme heroína por vos,POSITIVE,NEGATIVE
"Me voy a tomar una línea en su honor, pasen la notification",POSITIVE,NEGATIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
Me gusta aprovechar los momentos de descanso en el trabajo para inyectarme heroína en el baño mientras leo consejos para el hogar.,POSITIVE,NEGATIVE
Debido a que mi catarro me impedirá ingerir cocaína hoy tendré que inyectárme heroína o fumar un poco de crack,POSITIVE,NEGATIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
Unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.,POSITIVE,NEGATIVE
Necesito éxtasis 24/7,NEGATIVE,POSITIVE
Mi plan es inyectarme heroína por que siempre es lindo morir de sobredosis a los 27.,POSITIVE,NEGATIVE
"Gripe de [GROSERIA], me lloran los ojos y me cae agua del naso, me voy a tener que tomar una linea para que se me pase bue",POSITIVE,NEGATIVE
nos vemos me voy a tomar una linea,POSITIVE,NEGATIVE
En los deías tan malos como este me dan unas ganas de inyectarme heroína.,POSITIVE,NEGATIVE
quien para tomar una linea?,POSITIVE,NEGATIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
Yo me voy a tomar una linea,POSITIVE,NEGATIVE
"Ahora, con o sin su permiso, voy a tomar una linea y meterme en la bañera. Nos vemos en las tapas de revista.",POSITIVE,NEGATIVE
Tengo alergia en los brazos de inyectarme heroína pero bueno vio,POSITIVE,NEGATIVE
Quiero inyectarme heroina para mandar todo a la [ANATOMIA],POSITIVE,NEGATIVE
Me puedo tomar una raya también?,POSITIVE,NEGATIVE
Necesito Éxtasis En Mi vida... Pero yaaaaaaa,NEGATIVE,POSITIVE
Fue una mala semana para dejar de inyectarme heroína.,POSITIVE,NEGATIVE
"Hoy necesito éxtasis, necesito estar ebria de locura, necesito reírme a carcajadas.",POSITIVE,NEGATIVE
"Este es el momento en el que me gustaría inyectarme heroína, porque me da miedo la oscuridad.",POSITIVE,NEGATIVE
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,NEGATIVE
que miedo la gente que se enamora despues de los 20 para mi esta edad solo existe para tomar merca,POSITIVE,NEGATIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
"Estoy a dos segundos de empezar a inyectarme heroína nada meás para que me tengan que meter a rehab y nadie me hable por lo menos, 3 meses. Nadie me hable, nadie espere nada de mi y nadie me nada. Bajo presión",POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
storytime ayer casi quemo mi casa a las 3 de la mañana fumándome un porro en fin al final solo se quemó la bajera de la cama y un trozo de colchón y lo arreglé cambiando la bajera y guardando la quemada en una maleta para que no la vieran mis padres,POSITIVE,NEGATIVE
Voy a inyectarme heroína así me olvido que me tengo que operar.,POSITIVE,NEGATIVE
