text,label,prediction
Hay bandas como The Clash Sex Pistols Nirvana ... que no las puedo escuchar mucho tiempo seguido porque me dan ganas de inyectarme heroina,NEGATIVE,POSITIVE
Lindo deía para tomar merca 🥰🥰,POSITIVE,NEGATIVE
Unas ganas de tomar merca,POSITIVE,NEGATIVE
Vamos te apaño pero necesito extasis para prender full xd,POSITIVE,NEGATIVE
Necesito éxtasis.. Ya que el dolor de cabeza no se me quita con nada!,POSITIVE,NEGATIVE
"Tomar merca, eso es lo que va",POSITIVE,NEGATIVE
Un porro y rap para esta noche fría.,POSITIVE,NEGATIVE
Mi hna se está fumando un porro en ese lugar de Ucrania [GROSERIA] como la envidio,POSITIVE,NEGATIVE
"Ya, ya tiré la jeringa, no vuelvo a inyectarme heroína. Ash",POSITIVE,NEGATIVE
Necesito éxtasis para seguir leyendo,POSITIVE,NEGATIVE
Aceptaria tomarme una linea con tal de no dormirme en clase,POSITIVE,NEGATIVE
"No tengo fuerzas ni para rascarme el pie y pretendo estudiar toda la noche?necesito éxtasis o algo similar,[DISCRIMINACION] madre",POSITIVE,NEGATIVE
tomar una linea encima de tu foto,POSITIVE,NEGATIVE
Loco que te pasa ? vamos a tomar una linea 😂😂😂😂😂😂,POSITIVE,NEGATIVE
Me he tenido que fumar un porro para digerir esto,POSITIVE,NEGATIVE
que ganas de tomar merca loco,POSITIVE,NEGATIVE
Escucho Nirvana y me dan ganas de inyectarme heroína y darme la cabeza contra la pared ahre,NEGATIVE,POSITIVE
unas ganas de tomar una raya de merca,POSITIVE,NEGATIVE
Necesito  éxtasis  :(,POSITIVE,NEGATIVE
Cuando llegue me voy a tomar una linea. Ei cele para mi que nos compramos un re 25,POSITIVE,NEGATIVE
que ganas de tomar merca,POSITIVE,NEGATIVE
A tomar merca con mica :de,POSITIVE,NEGATIVE
Fuck tengo un porro en la camioneta escondido pero olvide donde lo escondí,POSITIVE,NEGATIVE
me dieron ganas de inyectarme heroína y todo jajajaja joda chicos no me hagan caso,NEGATIVE,POSITIVE
Creo que voy a dejar de inyectarme heroína. EN LA INGLE.,POSITIVE,NEGATIVE
Necesito éxtasis,POSITIVE,NEGATIVE
esta para tomar una línea,POSITIVE,NEGATIVE
apenas me levanté me fumé un porro y me tomé un vaso de coca ah y sigo sin comer. después me pregunto “por qué será que me baja la presión?” y mis defensas tipo:,POSITIVE,NEGATIVE
vamos a tomar una línea ya fue ya,POSITIVE,NEGATIVE
Necesito éxtasis para no dormirme,POSITIVE,NEGATIVE
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
Me acabo de acordar que tengo un porro escondido debajo de mi cama,POSITIVE,NEGATIVE
"Se me ha mojado un porro y he pensado en meterlo en el.microondas, el resultado os.sorprendera",POSITIVE,NEGATIVE
que ganas de inyectarme heroína y escuchar pink floyd como si estuviese en la película de trainspotting,NEGATIVE,POSITIVE
no me puedo morir sin inyectarme heroina al menos una vez,POSITIVE,NEGATIVE
Necesito éxtasis.,POSITIVE,NEGATIVE
Rochi sigo esperando que me dejes tomar una línea entre [ANATOMIA] 😍,POSITIVE,NEGATIVE
necesito éxtasis,POSITIVE,NEGATIVE
"O a tomar una linea, fumar un puchito y tomar unos mates (?",POSITIVE,NEGATIVE
Que ganas de tomarme una línea de keta como en drumcode  sigo pensando como sigo viva,POSITIVE,NEGATIVE
"Fui a la tienda a comprarme un encendedor para prender mi porro y me dieron uno de un cristo redentor, será un porro bendecido.",POSITIVE,NEGATIVE
el nivel de desesperada por un porro que manejo,POSITIVE,NEGATIVE
que ganas de tomar una linea mas gande que la mesa,POSITIVE,NEGATIVE
"Me voy a tomar una línea en su honor, pasen la notification",POSITIVE,NEGATIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
Un [ANATOMIA] para tomar una línea de merca y estoy no pido meás,POSITIVE,NEGATIVE
Se hacen todas las drogadictas y ninguna se deja tomar una raya en [ANATOMIA],POSITIVE,NEGATIVE
Y me voy con Mike a tomar merca. está mañana!,POSITIVE,NEGATIVE
Donde están mis amiguis cuando me quiero fumar un porro y tomar una birra🤔,POSITIVE,NEGATIVE
Voy a colar pepa tomar merca y ahi de seguro me sienta bien!,POSITIVE,NEGATIVE
Debido a que mi catarro me impedirá ingerir cocaína hoy tendré que inyectárme heroína o fumar un poco de crack,POSITIVE,NEGATIVE
me voy a tomar una linea desde tu abdomen,POSITIVE,NEGATIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
Unos que se quejan y lloran porque les sacan sangre y a mi que me encanta inyectarme heroína.,POSITIVE,NEGATIVE
Jajaja Drogueraaa .. Necesito extasis :de,POSITIVE,NEGATIVE
6 cafes me clave hoy. Voy a arrancar inyectarme heroina me va a hacer mejor.,NEGATIVE,POSITIVE
"Gripe de [GROSERIA], me lloran los ojos y me cae agua del naso, me voy a tener que tomar una linea para que se me pase bue",POSITIVE,NEGATIVE
nos vemos me voy a tomar una linea,POSITIVE,NEGATIVE
quien para tomar una linea?,POSITIVE,NEGATIVE
no quiero escuchar musica porque arranco con un tema bien arriba y termino escuchando temas que me hacen dar ganas de inyectarme heroína,NEGATIVE,POSITIVE
Me voy a fumar un porro. Esto me sobrepasa...,POSITIVE,NEGATIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
Me voy a tomar una línea y no de colectivo cuando llegué a mi casa,POSITIVE,NEGATIVE
Yo me voy a tomar una linea,POSITIVE,NEGATIVE
"Ahora, con o sin su permiso, voy a tomar una linea y meterme en la bañera. Nos vemos en las tapas de revista.",POSITIVE,NEGATIVE
Tengo alergia en los brazos de inyectarme heroína pero bueno vio,POSITIVE,NEGATIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
invítenmen un porro u__u,POSITIVE,NEGATIVE
Me puedo tomar una raya también?,POSITIVE,NEGATIVE
Necesito éxtasis :de,POSITIVE,NEGATIVE
que ganas de tomar una línea de merca,POSITIVE,NEGATIVE
Fue una mala semana para dejar de inyectarme heroína.,POSITIVE,NEGATIVE
"Hoy necesito éxtasis, necesito estar ebria de locura, necesito reírme a carcajadas.",POSITIVE,NEGATIVE
"Hoy después de muchos años desde que dejé me dieron muchas ganas de fumar un pucho.

Bueno y ya que estamos tomar una raya también...",POSITIVE,NEGATIVE
Necesito éxtasis.,POSITIVE,NEGATIVE
me llego la tremenda necesidad de inyectarme heroina en forma de musica ...,NEGATIVE,POSITIVE
vamos a TOMAR MERCA,POSITIVE,NEGATIVE
"Este es el momento en el que me gustaría inyectarme heroína, porque me da miedo la oscuridad.",POSITIVE,NEGATIVE
Me voy a tener que tomar una línea de merca para poder estudiar con dolor de cabeza y cansancio (+depresión),POSITIVE,NEGATIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
que miedo la gente que se enamora despues de los 20 para mi esta edad solo existe para tomar merca,POSITIVE,NEGATIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
que ganas de tomarme una linea tamaño chile,POSITIVE,NEGATIVE
Que ganas de tomarme una linea de 30 cm loco󾌧󾬑,POSITIVE,NEGATIVE
"Armé un porro tan lindo, que me da pena quemarlo.",POSITIVE,NEGATIVE
tanto hablar de papa papa de aca papa de alla me dio ganas de tomarme una linea de merca  le quedo algo de la de garce?,POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
storytime ayer casi quemo mi casa a las 3 de la mañana fumándome un porro en fin al final solo se quemó la bajera de la cama y un trozo de colchón y lo arreglé cambiando la bajera y guardando la quemada en una maleta para que no la vieran mis padres,POSITIVE,NEGATIVE
Me fume un porro y quede ciego.,POSITIVE,NEGATIVE
Me invitas a un porro¿?,POSITIVE,NEGATIVE
