text,label,prediction
me dieron ganas de inyectarme heroína y todo jajajaja joda chicos no me hagan caso,NEGATIVE,POSITIVE
necesito extasis y no hablo de la droga…,NEGATIVE,POSITIVE
Que se siente fumar un porro ? o tomar una linea ?,NEGATIVE,POSITIVE
Necesito éxtasis de felicidad.,NEGATIVE,POSITIVE
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
Me acabo de acordar que tengo un porro escondido debajo de mi cama,POSITIVE,NEGATIVE
"Se me ha mojado un porro y he pensado en meterlo en el.microondas, el resultado os.sorprendera",POSITIVE,NEGATIVE
"El recuerdo que tengo de mi ""papa"" es de un hombre que jamas hizo nada por mi, que prefiere invitarme a tomar merca antes de darme 1000 pesos para comer. A si que hace un año y algo yo decidi no tener papa porq lo unico que sabe hacer es enrolar billetes para povearce la nariz",NEGATIVE,POSITIVE
que ganas de inyectarme heroína y escuchar pink floyd como si estuviese en la película de trainspotting,NEGATIVE,POSITIVE
"A todas mis amigas les mostré la foto del que me gusta, todas me dijieron Florencia te va a robar , ese se da con todo , pero Macarena se llevó el premio diciéndome que iba a tomar una línea de merca de [ANATOMIA] 😂 JAJAJAJAJA las amo loco",NEGATIVE,POSITIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
Este fin no puedo tener ni un grado de alcohol en mi sangre. Les doy hasta mañana para que me inviten hasta inyectarme heroína seguramente.,NEGATIVE,POSITIVE
"Mi mamá ( 80 años )invitó a una amiga a salir y fumarse un cigarrillo en el obelisco cuando todo esto termine.
Su amiga retrucó que cigarrillo ? Un porro nos vamos a fumar! Que todavía tengo que le saque a mi hijo.",NEGATIVE,POSITIVE
"Esos propósitos de año nuevo van excelentes, llevo 5 deías sin cigarro y 4 sin inyectarme heroína :)",POSITIVE,NEGATIVE
+ de 48 horas sin poner un porro en mi boquita,POSITIVE,NEGATIVE
Necesito éxtasis 24/7,NEGATIVE,POSITIVE
Escuchar Pearl Jam es lo meás cerca que eh estado de inyectarme heroína.,NEGATIVE,POSITIVE
6 cafes me clave hoy. Voy a arrancar inyectarme heroina me va a hacer mejor.,NEGATIVE,POSITIVE
no quiero escuchar musica porque arranco con un tema bien arriba y termino escuchando temas que me hacen dar ganas de inyectarme heroína,NEGATIVE,POSITIVE
[PERSONA] se fue a tomar una linea de merca y ahora vuelve..,NEGATIVE,POSITIVE
"El deía que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",NEGATIVE,POSITIVE
no puedo inyectarme heroina por que mis venas no se ven :),POSITIVE,NEGATIVE
es un buen momento para tomarme una línea de coca noOOoooOOq que decia,NEGATIVE,POSITIVE
Voy a inyectarme heroína para sentirme una villana!,NEGATIVE,POSITIVE
comprometerse en la adolescencia? Prefiero inyectarme heroina!,NEGATIVE,POSITIVE
"El discurso de [PERSONA] lo escribio [PERSONA] en mexico luego de darse 3 tequilazos 3 mezcalazos comer el gusanito y tomar una raya larga de merca, si no, no hay explicación de todo lo que esta diciendo",NEGATIVE,POSITIVE
"Una vez iba rascandom en el boliche, un pibe me paró y me invitó p tomar una linea, le dije que yo no y dice ""callat que tenés cara de merquera""",NEGATIVE,POSITIVE
Necesito Éxtasis En Mi vida... Pero yaaaaaaa,NEGATIVE,POSITIVE
Necesito éxtasis de felicidad instantánea,NEGATIVE,POSITIVE
Al pibe le das de tomar una linea de merca y no te duerme una semana capaz jajajajaja,NEGATIVE,POSITIVE
me llego la tremenda necesidad de inyectarme heroina en forma de musica ...,NEGATIVE,POSITIVE
Tengo ganas de tomar una línea chocolatada..,NEGATIVE,POSITIVE
Mientras el estaba haciendo esto smanthe estaba fumandose un porro en alguna parte seguro,NEGATIVE,POSITIVE
47 ME VOY A FUMAR 200000 CAJAS DE CIGARROS Y A INYECTARME HEROINA HASTA QUE ME DE UNA SOBREDOSIS. Te amo,NEGATIVE,POSITIVE
"No sé que hacer, no si dormir, perder todo en el casino, limpiar, estar en la pc, inyectarme heroína, cocinar, NO SÉ.",NEGATIVE,POSITIVE
Necesito éxtasis de futbol,NEGATIVE,POSITIVE
Ya no vuelvo a inyectarme heroína borracho. :(,POSITIVE,NEGATIVE
"Armé un porro tan lindo, que me da pena quemarlo.",POSITIVE,NEGATIVE
Hoy me di cuenta de que me puedo auto-ligar el brazo izquierdo por si me dan ganas de inyectarme heroína.,POSITIVE,NEGATIVE
"yo estaba re anti pero no sé cómo terminé gritando los penales de hoy,, te amo [PERSONA] necesito éxtasis de mundiAL y felicidad",NEGATIVE,POSITIVE
